"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","G/GP","A1/GP","A2/GP","P1/GP","P/GP"
"","Cole Clayton","D","MH","18.544","58","4","6","6","10","16","0.07","0.1","0.1","0.17","0.28"
"","Josh Pillar","C","KAM","16.584","55","5","5","6","10","16","0.09","0.09","0.11","0.18","0.29"
"","Danila Palivko","D","LET","16.792","51","2","8","5","10","15","0.04","0.16","0.1","0.2","0.29"
"","Dawson Butt","RW","EVT","18.103","48","7","3","4","10","14","0.15","0.06","0.08","0.21","0.29"
"","Erik Gardiner","LW","KEL","19.488","39","5","5","3","10","13","0.13","0.13","0.08","0.26","0.33"
"","Owen Williams","D","SEA","17.969","56","3","7","3","10","13","0.05","0.12","0.05","0.18","0.23"
"","Bobby Russell","D","SPO","18.481","43","4","6","3","10","13","0.09","0.14","0.07","0.23","0.3"
"","Jalen Luypen","LW","EDM","16.217","45","7","3","3","10","13","0.16","0.07","0.07","0.22","0.29"
"","Carson Denomie","RW","KAM/MJ","18.634","54","3","7","2","10","12","0.06","0.13","0.04","0.19","0.22"
"","Zach Huber","RW","SAS/CGY","18.621","55","8","2","1","10","11","0.15","0.04","0.02","0.18","0.2"
"","Zack Hayes","D","PA","19.395","58","3","6","14","9","23","0.05","0.1","0.24","0.16","0.4"
"","Chase Hartje","D","BDN/KTN","18.746","48","5","4","13","9","22","0.1","0.08","0.27","0.19","0.46"
"","Daniel Baker","D","MH","17.336","58","2","7","7","9","16","0.03","0.12","0.12","0.16","0.28"
"","Wyatt McLeod","D","EDM","18.634","56","3","6","6","9","15","0.05","0.11","0.11","0.16","0.27"
"","Jameson Murray","D","VIC","19.595","52","3","6","6","9","15","0.06","0.12","0.12","0.17","0.29"
"","Corson Hopwo","RW","MH","17.347","49","3","6","5","9","14","0.06","0.12","0.1","0.18","0.29"
"","Conner Bruggen-Cate","LW","KEL","19.007","54","5","4","4","9","13","0.09","0.07","0.07","0.17","0.24"
"","Mitchell Brown","RD","TC","17.224","48","3","6","4","9","13","0.06","0.12","0.08","0.19","0.27"
"","Marco Creta","D","REG/KTN","18.328","50","2","7","4","9","13","0.04","0.14","0.08","0.18","0.26"
"","Trevor Longo","D","MH","18.396","51","5","4","1","9","10","0.1","0.08","0.02","0.18","0.2"
"","Tanner Sidaway","LW","VIC","19.382","56","7","2","1","9","10","0.12","0.04","0.02","0.16","0.18"
"","Ryder Korczak","C","CGY","15.978","38","6","3","1","9","10","0.16","0.08","0.03","0.24","0.26"
"","Owen Blocker","C","LET/SC","18.462","53","5","4","0","9","9","0.09","0.08","0.0","0.17","0.17"
"","Jackson van de Leest","D","CGY","17.252","55","0","8","10","8","18","0.0","0.15","0.18","0.15","0.33"
"","John Ludvig","D","POR","18.119","53","4","4","8","8","16","0.08","0.08","0.15","0.15","0.3"
"","Alex Moar","D","EVT/SC","17.509","43","2","6","8","8","16","0.05","0.14","0.19","0.19","0.37"
"","Ralph Jarratt","D","VIC","20.496","25","5","3","6","8","14","0.2","0.12","0.24","0.32","0.56"
"","Samuel Stewart","LD","TC","18.215","55","0","8","6","8","14","0.0","0.15","0.11","0.15","0.25"
"","Kaiden Guhle","D","PA","16.657","55","2","6","5","8","13","0.04","0.11","0.09","0.15","0.24"
"","Ilijah Colina","C","PG","18.574","39","6","2","4","8","12","0.15","0.05","0.1","0.21","0.31"
"","Gage Goncalves","C","EVT","17.662","56","1","7","4","8","12","0.02","0.12","0.07","0.14","0.21"
"","Lane Zablocki","RW","KEL","19.718","22","4","4","4","8","12","0.18","0.18","0.18","0.36","0.55"
"","Jonathan Smart","D","KTN","19.291","36","3","5","3","8","11","0.08","0.14","0.08","0.22","0.31"
"","Nolan Orzeck","D","KTN","17.566","43","2","6","3","8","11","0.05","0.14","0.07","0.19","0.26"
"","Jakob Brook","LW","PA","16.504","51","5","3","2","8","10","0.1","0.06","0.04","0.16","0.2"
"","Kyle Crosbie","C","KEL","17.572","52","6","2","2","8","10","0.12","0.04","0.04","0.15","0.19"
"","Cordel Larson","RW","SPO","17.372","46","6","2","2","8","10","0.13","0.04","0.04","0.17","0.22"
"","Ian Briscoe","C","SC","19.609","36","3","5","2","8","10","0.08","0.14","0.06","0.22","0.28"
"","Cyle McNabb","RW","SAS/VAN/KTN","17.999","52","6","2","1","8","9","0.12","0.04","0.02","0.15","0.17"
"","Chad Nychuk","D","BDN","17.528","41","1","7","0","8","8","0.02","0.17","0.0","0.2","0.2"
"","Dakota Krebs","RD","CGY","19.475","49","4","3","11","7","18","0.08","0.06","0.22","0.14","0.37"
"","Austin Schellenberg","C","RD/KTN","18.119","46","5","2","7","7","14","0.11","0.04","0.15","0.15","0.3"
"","Alex Kannok Leipert","D","VAN","18.155","55","2","5","7","7","14","0.04","0.09","0.13","0.13","0.25"
"","Dom Schmiemann","D","CGY/TC","19.456","53","2","5","6","7","13","0.04","0.09","0.11","0.13","0.25"
"","Hunter Campbell","RW","CGY","17.632","46","3","4","5","7","12","0.07","0.09","0.11","0.15","0.26"
"","Kyle Walker","D","EVT/REG","18.185","54","2","5","4","7","11","0.04","0.09","0.07","0.13","0.2"
"","Kaeden Taphorn","LW","MJ/KTN","18.7","47","4","3","4","7","11","0.09","0.06","0.09","0.15","0.23"
"","Robbie Fromm-Delorme","RW","POR","16.54","50","3","4","4","7","11","0.06","0.08","0.08","0.14","0.22"
"","Egor Arbuzov","D","SPO","17.64","48","3","4","4","7","11","0.06","0.08","0.08","0.15","0.23"
"","Yegor Buyalski","RW","MJ","17.512","54","5","2","3","7","10","0.09","0.04","0.06","0.13","0.19"
"","Ty Prefontaine","D","LET","19.672","56","2","5","3","7","10","0.04","0.09","0.05","0.12","0.18"
"","Scott Mahovlich","C","LET/REG","19.406","54","6","1","3","7","10","0.11","0.02","0.06","0.13","0.19"
"","Justin Hall","LW","LET","17.471","35","3","4","2","7","9","0.09","0.11","0.06","0.2","0.26"
"","Eric Pearce","C","PA","17.128","53","6","1","2","7","9","0.11","0.02","0.04","0.13","0.17"
"","Akash Bains","LW","EVT","19.579","25","5","2","2","7","9","0.2","0.08","0.08","0.28","0.36"
"","Sean Gulka","LW","VIC/SPO","18.582","33","1","6","2","7","9","0.03","0.18","0.06","0.21","0.27"
"","Dallon Wilton","RW","KEL","17.38","51","3","4","1","7","8","0.06","0.08","0.02","0.14","0.16"
"","Michael King","C","SPO","18.577","54","2","5","1","7","8","0.04","0.09","0.02","0.13","0.15"
"","Jalen Price","RW","EVT","17.58","37","5","2","1","7","8","0.14","0.05","0.03","0.19","0.22"
"","Tye Carriere","C","CGY","17.487","32","6","1","0","7","7","0.19","0.03","0.0","0.22","0.22"
"","Reece Harsch","D","SAS/SEA","19.688","47","3","3","8","6","14","0.06","0.06","0.17","0.13","0.3"
"","Jeremy Masella","D","PA","19.579","58","2","4","7","6","13","0.03","0.07","0.12","0.1","0.22"
"","Nick Cicek","D","POR","18.297","35","0","6","6","6","12","0.0","0.17","0.17","0.17","0.34"
"","Dylan MacPherson","D","MH","20.386","53","2","4","6","6","12","0.04","0.08","0.11","0.11","0.23"
"","Noah King","LD","SC/SPO","19.206","52","4","2","4","6","10","0.08","0.04","0.08","0.12","0.19"
"","Billy Sowa","D","SC","16.455","42","2","4","3","6","9","0.05","0.1","0.07","0.14","0.21"
"","Riley Fiddler-Schultz","LW","CGY","16.343","41","3","3","3","6","9","0.07","0.07","0.07","0.15","0.22"
"","Alex Cotton","D","LET","17.345","43","2","4","3","6","9","0.05","0.09","0.07","0.14","0.21"
"","Brady Pouteau","D","REG","20.682","40","2","4","3","6","9","0.05","0.1","0.07","0.15","0.23"
"","Michael Farren","RW","KEL/SAS","18.407","47","2","4","3","6","9","0.04","0.09","0.06","0.13","0.19"
"","Garrett Sambrook","D","SC","18.626","44","0","6","3","6","9","0.0","0.14","0.07","0.14","0.2"
"","Alex Swetlikoff","C","KEL","17.194","21","2","4","3","6","9","0.1","0.19","0.14","0.29","0.43"
"","Matthew Smith","D","VIC","18.423","56","1","5","2","6","8","0.02","0.09","0.04","0.11","0.14"
"","Paycen Bjorklund","RW","TC","17.761","43","4","2","2","6","8","0.09","0.05","0.05","0.14","0.19"
"","Tyson Feist","D","REG/SPO","17.668","40","0","6","2","6","8","0.0","0.15","0.05","0.15","0.2"
"","Ronan Seeley","D","EVT","16.121","42","0","6","2","6","8","0.0","0.14","0.05","0.14","0.19"
"","Yannik Valenti","RW","VAN","17.974","43","4","2","2","6","8","0.09","0.05","0.05","0.14","0.19"
"","Lynden McCallum","RW","BDN","18.637","43","4","2","0","6","6","0.09","0.05","0.0","0.14","0.14"
"","Blake Allan","LW","REG/KTN","17.402","50","1","5","0","6","6","0.02","0.1","0.0","0.12","0.12"
"","Jacob Herauf","D","RD","18.333","53","1","4","11","5","16","0.02","0.08","0.21","0.09","0.3"
"","Artyom Minulin","D","EVT","19.957","40","1","4","8","5","13","0.03","0.1","0.2","0.12","0.33"
"","Ethan Sakowich","D","RD","19.612","55","1","4","5","5","10","0.02","0.07","0.09","0.09","0.18"
"","Seth Bafaro","D","SAS/VAN","18.333","47","5","0","4","5","9","0.11","0.0","0.09","0.11","0.19"
"","Carson Sass","D","RD","19.319","51","3","2","4","5","9","0.06","0.04","0.08","0.1","0.18"
"","Kaleb Bulych","D","VAN","18.64","56","2","3","4","5","9","0.04","0.05","0.07","0.09","0.16"
"","Luke Prokop","D","CGY","16.362","50","1","4","4","5","9","0.02","0.08","0.08","0.1","0.18"
"","Brett Clayton","LW","REG/TC","19.814","48","3","2","3","5","8","0.06","0.04","0.06","0.1","0.17"
"","Garrett Wright","LW","REG","17.413","52","4","1","2","5","7","0.08","0.02","0.04","0.1","0.13"
"","Marcus Sekundiak","C","BDN","18.404","54","3","2","1","5","6","0.06","0.04","0.02","0.09","0.11"
"","Christian Riemer","D","SC","18.626","42","1","4","1","5","6","0.02","0.1","0.02","0.12","0.14"
"","Logan Doust","C","VIC","17.386","48","4","1","1","5","6","0.08","0.02","0.02","0.1","0.12"
"","Owen Pederson","RW","KTN","16.471","26","3","2","1","5","6","0.12","0.08","0.04","0.19","0.23"
"","Adam Hall","C","LET","17.471","33","1","4","0","5","5","0.03","0.12","0.0","0.15","0.15"
"","Brecon Wood","LW","MJ/SEA","17.777","44","2","3","0","5","5","0.05","0.07","0.0","0.11","0.11"
"","Ty Yoder","C","VIC","16.241","33","4","1","0","5","5","0.12","0.03","0.0","0.15","0.15"
"","Jaxon Steele","C","MH","18.642","40","2","3","0","5","5","0.05","0.07","0.0","0.12","0.12"
"","Koletrane Wilson","D","LET","19.039","57","0","4","11","4","15","0.0","0.07","0.19","0.07","0.26"
"","Tyrel Bauer","D","SEA","16.482","55","2","2","7","4","11","0.04","0.04","0.13","0.07","0.2"
"","Nolan Jones","D","LET","17.388","39","2","2","6","4","10","0.05","0.05","0.15","0.1","0.26"
"","Dalton Gally","D","MH/KEL","20.636","53","0","4","5","4","9","0.0","0.08","0.09","0.08","0.17"
"","Valtteri Kakkonen","D","KTN","18.497","43","1","3","5","4","9","0.02","0.07","0.12","0.09","0.21"
"","Evan Patrician","C","VAN","17.421","43","1","3","5","4","9","0.02","0.07","0.12","0.09","0.21"
"","Tyler Smithies","C","SC/MJ","18.136","33","2","2","4","4","8","0.06","0.06","0.12","0.12","0.24"
"","Austin Crossley","D","PG","19.212","55","2","2","4","4","8","0.04","0.04","0.07","0.07","0.15"
"","Ryker Evans","D","REG","16.756","34","1","3","3","4","7","0.03","0.09","0.09","0.12","0.21"
"","Holden Kodak","LW","KTN","17.38","41","1","3","3","4","7","0.02","0.07","0.07","0.1","0.17"
"","Jackson Caller","D","KAM/SAS","19.171","53","3","1","2","4","6","0.06","0.02","0.04","0.08","0.11"
"","Ethan Ernst","C","KEL","16.636","51","1","3","2","4","6","0.02","0.06","0.04","0.08","0.12"
"","Cole Dubinsky","C","REG","15.781","39","3","1","2","4","6","0.08","0.03","0.05","0.1","0.15"
"","Brandon Machado","C","SAS/KTN","18.44","49","3","1","2","4","6","0.06","0.02","0.04","0.08","0.12"
"","Steven Zonneveld","D","REG","17.071","33","1","3","2","4","6","0.03","0.09","0.06","0.12","0.18"
"","Michael Milne","LW","KTN","15.984","31","2","2","2","4","6","0.06","0.06","0.06","0.13","0.19"
"","Jonny Hooker","LW","BDN","16.95","48","3","1","1","4","5","0.06","0.02","0.02","0.08","0.1"
"","Matthew Stanley","D","LET/SC","20.597","43","3","1","1","4","5","0.07","0.02","0.02","0.09","0.12"
"","Eric Van Impe","D","MH","16.901","53","2","2","1","4","5","0.04","0.04","0.02","0.08","0.09"
"","Liam Schioler","D","REG","20.641","55","4","0","1","4","5","0.07","0.0","0.02","0.07","0.09"
"","Trey Fix-Wolansky","RW","EDM","19.308","3","1","3","1","4","5","0.33","1.0","0.33","1.33","1.67"
"","Brendan Semchuk","RW","EDM/KTN","19.565","15","2","2","1","4","5","0.13","0.13","0.07","0.27","0.33"
"","Mike MacLean","RW","PG","20.187","55","4","0","1","4","5","0.07","0.0","0.02","0.07","0.09"
"","Zach Russell","LW","EDM","19.269","26","1","3","1","4","5","0.04","0.12","0.04","0.15","0.19"
"","Carter Massier","LW","REG","17.334","43","2","2","0","4","4","0.05","0.05","0.0","0.09","0.09"
"","Matt Leduc","D","SPO","18.681","18","1","3","0","4","4","0.06","0.17","0.0","0.22","0.22"
"","Bryce Bader","LW","CGY","17.383","10","4","0","0","4","4","0.4","0.0","0.0","0.4","0.4"
"","Layne Toder","D","CGY","18.703","55","2","1","7","3","10","0.04","0.02","0.13","0.05","0.18"
"","Matthew Quigley","D","POR","19.697","46","1","2","7","3","10","0.02","0.04","0.15","0.07","0.22"
"","Libor Zabransky","D","KEL","18.306","35","2","1","6","3","9","0.06","0.03","0.17","0.09","0.26"
"","Nick Perna","D","POR","17.115","30","1","2","5","3","8","0.03","0.07","0.17","0.1","0.27"
"","Roman Kalinichenko","LD","TC","18.193","55","1","2","4","3","7","0.02","0.04","0.07","0.05","0.13"
"","Ryan Gottfried","D","RD","17.068","34","1","2","4","3","7","0.03","0.06","0.12","0.09","0.21"
"","Braydyn Chizen","D","BDN/KEL","20.354","52","1","2","3","3","6","0.02","0.04","0.06","0.06","0.12"
"","Logan Dowhaniuk","D","EDM","16.239","32","1","2","3","3","6","0.03","0.06","0.09","0.09","0.19"
"","Baxter Anderson","LW","MH","18.514","48","3","0","2","3","5","0.06","0.0","0.04","0.06","0.1"
"","Eric Houk","LW","SC","17.388","38","2","1","2","3","5","0.05","0.03","0.05","0.08","0.13"
"","Jacson Alexander","D","EDM","17.618","15","3","0","2","3","5","0.2","0.0","0.13","0.2","0.33"
"","Jack Cowell","LW","KEL","19.373","26","2","1","2","3","5","0.08","0.04","0.08","0.12","0.19"
"","Neithan Salame","D","BDN","17.703","48","1","2","2","3","5","0.02","0.04","0.04","0.06","0.1"
"","Justyn Gurney","LW","EVT/REG","17.955","20","1","2","2","3","5","0.05","0.1","0.1","0.15","0.25"
"","Connor Gabruch","RW","SPO","16.997","39","2","1","2","3","5","0.05","0.03","0.05","0.08","0.13"
"","Kjell Kjemhus","LW","PG/MJ","17.451","34","2","1","2","3","5","0.06","0.03","0.06","0.09","0.15"
"","Joel Craven","D","MH","18.218","32","3","0","1","3","4","0.09","0.0","0.03","0.09","0.12"
"","Koby Morrisseau","C","REG","17.909","14","1","2","1","3","4","0.07","0.14","0.07","0.21","0.29"
"","River Fahey","C","RD/KTN","17.32","40","2","1","1","3","4","0.05","0.03","0.03","0.07","0.1"
"","Haydn Delorme","RW","POR","18.656","23","1","2","1","3","4","0.04","0.09","0.04","0.13","0.17"
"","Dylan Guenther","LW","EDM","15.434","8","3","0","1","3","4","0.38","0.0","0.12","0.38","0.5"
"","Nick Bowman","C","MJ/KTN/TC","18.508","22","2","1","0","3","3","0.09","0.05","0.0","0.14","0.14"
"","Randen Schmidt","D","SAS","18.659","33","1","2","0","3","3","0.03","0.06","0.0","0.09","0.09"
"","Brett Kemp","C","EDM","18.481","3","3","0","0","3","3","1.0","0.0","0.0","1.0","1.0"
"","Blake Sydlowski","LW","RD","16.898","27","1","2","0","3","3","0.04","0.07","0.0","0.11","0.11"
"","Aidan Barfoot","RW","VAN","17.29","25","3","0","0","3","3","0.12","0.0","0.0","0.12","0.12"
"","Jared Davidson","C","SEA","16.192","41","1","2","0","3","3","0.02","0.05","0.0","0.07","0.07"
"","Wil Kushniryk","LW","KEL/TC","18.634","46","3","0","0","3","3","0.07","0.0","0.0","0.07","0.07"
"","Travis Walton","LW","KAM","19.705","31","1","2","0","3","3","0.03","0.06","0.0","0.1","0.1"
"","Jared Legien","LW","VAN","20.036","3","1","2","0","3","3","0.33","0.67","0.0","1.0","1.0"
"","Ian Walker","D","EVT","18.664","52","1","1","4","2","6","0.02","0.02","0.08","0.04","0.12"
"","Ty Thorpe","C","BDN","16.633","44","1","1","4","2","6","0.02","0.02","0.09","0.05","0.14"
"","Zachary Patrick","D","KTN","17.189","42","2","0","4","2","6","0.05","0.0","0.1","0.05","0.14"
"","Drae Gardiner","D","MJ","17.599","35","1","1","3","2","5","0.03","0.03","0.09","0.06","0.14"
"","Ryley Appelt","LW","KAM","18.631","44","1","1","3","2","5","0.02","0.02","0.07","0.05","0.11"
"","Graeme Bryks","C","SEA","17.646","40","0","2","3","2","5","0.0","0.05","0.07","0.05","0.12"
"","Aidan De La Gorgendiere","D","SAS","16.562","39","0","2","2","2","4","0.0","0.05","0.05","0.05","0.1"
"","Sean Strange","D","KAM","18.64","50","1","1","2","2","4","0.02","0.02","0.04","0.04","0.08"
"","Joonas Sillanpaa","D","KAM","17.531","51","1","1","2","2","4","0.02","0.02","0.04","0.04","0.08"
"","Connor Bowie","C","PG","17.432","53","2","0","2","2","4","0.04","0.0","0.04","0.04","0.08"
"","Conrad Mitchell","LW","EVT","17.638","34","1","1","2","2","4","0.03","0.03","0.06","0.06","0.12"
"","Tyler Lees","C","VIC/SC","18.339","39","2","0","2","2","4","0.05","0.0","0.05","0.05","0.1"
"","Matt Barberis","D","KEL/VAN","20.655","20","1","1","2","2","4","0.05","0.05","0.1","0.1","0.2"
"","Jeff Faith","RW","KAM/SPO","20.69","50","1","1","2","2","4","0.02","0.02","0.04","0.04","0.08"
"","Vincent Iorio","D","BDN","15.836","42","0","2","1","2","3","0.0","0.05","0.02","0.05","0.07"
"","Kale Clouston","RW","MJ","18.536","42","0","2","1","2","3","0.0","0.05","0.02","0.05","0.07"
"","Jack Sander","D","PG","18.374","48","1","1","1","2","3","0.02","0.02","0.02","0.04","0.06"
"","Alek Sukunda","D","MJ","17.035","38","1","1","1","2","3","0.03","0.03","0.03","0.05","0.08"
"","Loeden Schaufler","D","PA/SEA/KTN","18.385","29","0","2","1","2","3","0.0","0.07","0.03","0.07","0.1"
"","Tom Cadieux","RD","TC","16.011","45","0","2","1","2","3","0.0","0.04","0.02","0.04","0.07"
"","Brendan Boyle","C","PG","17.446","48","0","2","1","2","3","0.0","0.04","0.02","0.04","0.06"
"","Zachary Ashton","D","SAS/SEA","17.597","28","1","1","1","2","3","0.04","0.04","0.04","0.07","0.11"
"","Nick McCarry","LW","MH","17.235","14","2","0","1","2","3","0.14","0.0","0.07","0.14","0.21"
"","Dawson Heathcote","RW","MH","18.703","27","0","2","0","2","2","0.0","0.07","0.0","0.07","0.07"
"","Cade McNelly","D","SEA","16.912","39","1","1","0","2","2","0.03","0.03","0.0","0.05","0.05"
"","Jarod Newell","RD","TC","16.611","35","1","1","0","2","2","0.03","0.03","0.0","0.06","0.06"
"","Aidan Lawson","D","EDM","17.402","35","1","1","0","2","2","0.03","0.03","0.0","0.06","0.06"
"","Mitchell Kohner","C","PG","16.592","40","0","2","0","2","2","0.0","0.05","0.0","0.05","0.05"
"","Parker Hendren","D","VAN","17.482","26","1","1","0","2","2","0.04","0.04","0.0","0.08","0.08"
"","Parker Gavlas","D","EDM/REG","19.286","49","0","1","4","1","5","0.0","0.02","0.08","0.02","0.1"
"","Devin Steffler","D","KEL","18.171","53","0","1","3","1","4","0.0","0.02","0.06","0.02","0.08"
"","Dallon Melin","LW","RD","16.474","32","1","0","3","1","4","0.03","0.0","0.09","0.03","0.12"
"","Ty Ettinger","D","BDN/VAN","18.612","32","0","1","2","1","3","0.0","0.03","0.06","0.03","0.09"
"","Kade Nolan","D","POR","17.419","30","0","1","2","1","3","0.0","0.03","0.07","0.03","0.1"
"","Matthew Sanders","D","MJ","17.673","42","0","1","1","1","2","0.0","0.02","0.02","0.02","0.05"
"","Brenden Kwiatkowski","D","MJ/KTN","18.174","23","0","1","1","1","2","0.0","0.04","0.04","0.04","0.09"
"","Ted Brennan","C","KEL","18.631","31","1","0","1","1","2","0.03","0.0","0.03","0.03","0.06"
"","Reid Perepeluk","RW","PG","18.374","44","1","0","1","1","2","0.02","0.0","0.02","0.02","0.05"
"","Hunter Donohoe","D","RD","18.191","25","0","1","1","1","2","0.0","0.04","0.04","0.04","0.08"
"","Luke Gallagher","D","SPO","18.328","22","0","1","1","1","2","0.0","0.05","0.05","0.05","0.09"
"","Erik Atchison","C","SPO","16.307","30","1","0","1","1","2","0.03","0.0","0.03","0.03","0.07"
"","Jerzy Orchard","C","KAM","17.607","30","0","1","1","1","2","0.0","0.03","0.03","0.03","0.07"
"","Majid Kaddoura","D","SAS","17.238","33","1","0","1","1","2","0.03","0.0","0.03","0.03","0.06"
"","Tyler Ho","RW","VAN","17.952","12","1","0","1","1","2","0.08","0.0","0.08","0.08","0.17"
"","Mike Ladyman","D","SPO","17.462","22","0","1","1","1","2","0.0","0.05","0.05","0.05","0.09"
"","Tanner Brown","D","VAN","15.894","4","0","1","1","1","2","0.0","0.25","0.25","0.25","0.5"
"","Cole Sillinger","C","MH","15.335","3","0","1","1","1","2","0.0","0.33","0.33","0.33","0.67"
"","Kaden Hanas","RW","SPO","18.744","11","0","1","1","1","2","0.0","0.09","0.09","0.09","0.18"
"","Matthew Benson","D","MJ","17.807","40","0","1","0","1","1","0.0","0.03","0.0","0.03","0.03"
"","Konrad Belcourt","D","PA","18.366","7","1","0","0","1","1","0.14","0.0","0.0","0.14","0.14"
"","Bradly Goethals","C","SAS","20.247","3","1","0","0","1","1","0.33","0.0","0.0","0.33","0.33"
"","Conner McDonald","D","EDM","19.294","3","1","0","0","1","1","0.33","0.0","0.0","0.33","0.33"
"","Cayde Augustine","D","KEL","16.945","32","1","0","0","1","1","0.03","0.0","0.0","0.03","0.03"
"","Hunor Torzsok","LW","VAN","18.621","8","0","1","0","1","1","0.0","0.12","0.0","0.12","0.12"
"","Sam Huston","D","KTN","19.294","12","1","0","0","1","1","0.08","0.0","0.0","0.08","0.08"
"","Carson Lambos","D","KTN","15.661","5","1","0","0","1","1","0.2","0.0","0.0","0.2","0.2"
"","Riley Bruce","D","TC","19.447","22","0","1","0","1","1","0.0","0.05","0.0","0.05","0.05"
"","Kaden Kohle","C","TC","16.668","45","0","1","0","1","1","0.0","0.02","0.0","0.02","0.02"
"","Cohner Saleski","RW","PA","16.668","3","0","1","0","1","1","0.0","0.33","0.0","0.33","0.33"
"","Logan Stankoven","C","KAM","15.551","7","0","1","0","1","1","0.0","0.14","0.0","0.14","0.14"
"","Nolan Allan","D","PA","15.384","7","0","1","0","1","1","0.0","0.14","0.0","0.14","0.14"
"","Trevor Wong","","KEL","2017.703","4","1","0","0","1","1","0.25","0.0","0.0","0.25","0.25"
"","Tyler Horstmann","LW","EDM","16.688","3","1","0","0","1","1","0.33","0.0","0.0","0.33","0.33"
"","Nolan Ritchie","C","BDN","16.304","4","1","0","0","1","1","0.25","0.0","0.0","0.25","0.25"
"","Peyton McKenzie","RW","MJ","16.392","3","0","1","0","1","1","0.0","0.33","0.0","0.33","0.33"
"","Dawson Springer","","SC","2017.703","1","1","0","0","1","1","1.0","0.0","0.0","1.0","1.0"
"","Graham Sward","D","SPO","15.009","1","1","0","0","1","1","1.0","0.0","0.0","1.0","1.0"
"","Kye Buchanan","RW","SC","16.948","14","0","1","0","1","1","0.0","0.07","0.0","0.07","0.07"
"","Zack Stringer","LW","LET","15.434","3","0","1","0","1","1","0.0","0.33","0.0","0.33","0.33"
"","Cameron Sterling","LW","MJ","17.008","34","0","0","3","0","3","0.0","0.0","0.09","0.0","0.09"
"","Quinton Waitzner","C","SC","18.67","34","0","0","2","0","2","0.0","0.0","0.06","0.0","0.06"
"","Remy Aquilon","LD","VIC","17.531","39","0","0","2","0","2","0.0","0.0","0.05","0.0","0.05"
"","Jonny Lambos","D","BDN","17.703","36","0","0","2","0","2","0.0","0.0","0.06","0.0","0.06"
"","Devan Klassen","D","CGY","17.331","26","0","0","2","0","2","0.0","0.0","0.08","0.0","0.08"
"","Jordan Chudley","D","KTN","17.594","27","0","0","2","0","2","0.0","0.0","0.07","0.0","0.07"
"","Jonas Harkins","D","REG","17.72","10","0","0","1","0","1","0.0","0.0","0.1","0.0","0.1"
"","Jake Kustra","D","SAS/VIC","19.406","24","0","0","1","0","1","0.0","0.0","0.04","0.0","0.04"
"","Will Warm","D","EDM","19.401","23","0","0","1","0","1","0.0","0.0","0.04","0.0","0.04"
"","Parker Malchuk","D","VIC","17.29","48","0","0","1","0","1","0.0","0.0","0.02","0.0","0.02"
"","Gilian Kohler","LW","KTN","18.303","1","0","0","1","0","1","0.0","0.0","1.0","0.0","1.0"
"","Orca Wiesblatt","RW","CGY","18.286","8","0","0","1","0","1","0.0","0.0","0.12","0.0","0.12"
"","Bryan McAndrews","LD","TC","17.564","42","0","0","1","0","1","0.0","0.0","0.02","0.0","0.02"
"","Keegan Craik","LW","SEA","17.309","6","0","0","1","0","1","0.0","0.0","0.17","0.0","0.17"
"","Cody Savey","RW","SEA","17.145","17","0","0","1","0","1","0.0","0.0","0.06","0.0","0.06"
"","Devan Harrison","D","KAM","18.692","8","0","0","1","0","1","0.0","0.0","0.12","0.0","0.12"
"","Jesse Mistelbacher","C","MJ","17.063","15","0","0","1","0","1","0.0","0.0","0.07","0.0","0.07"
"","Austin Herron","D","SC","17.301","25","0","0","1","0","1","0.0","0.0","0.04","0.0","0.04"
"","Makai Mitchell","D","REG","16.05","14","0","0","1","0","1","0.0","0.0","0.07","0.0","0.07"
"","Sam McGinley","D","REG","15.784","3","0","0","1","0","1","0.0","0.0","0.33","0.0","0.33"
"","Cole Beamin","D","PG","16.928","15","0","0","1","0","1","0.0","0.0","0.07","0.0","0.07"
"","Tristyn DeRoose","LW","MJ","19.628","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Rylan Bettens","RW","BDN/POR","18.579","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Bryce Platt","LW","REG","20.329","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Pouliot","D","SC","20.307","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","MacKenzie Wight","RW","SC","19.612","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Sam Pouliot","D","SC","18.366","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brady Nicholas","RW","SAS","17.681","9","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Chase Leslie","D","RD","16.063","37","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Bowen","RW","KEL","19.765","7","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Max Kryski","C","PG","18.366","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyson Phare","D","PG","16.49","14","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cameron MacPhee","D","PG","19.332","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Bailey Dhaliwal","D","VAN","19.513","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
