"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Hampus Gustafsson","C","HER","24.888","37","0","0","2","0","2","22","0.0","0.0","0.0","0.05","0.0","0.05","0.59"
"","Alex Biega","D","UTI","30.448","3","0","0","2","0","2","11","0.0","0.0","0.0","0.67","0.0","0.67","3.67"
"","Josh Wesley","D","CHA","22.434","6","0","0","2","0","2","10","0.0","0.0","0.0","0.33","0.0","0.33","1.67"
"","Craig Wyszomirski","D","UTI/ONT","25.983","12","0","0","2","0","2","7","0.0","0.0","0.0","0.17","0.0","0.17","0.58"
"","Luc Snuggerud","D","RFD","22.993","4","0","0","1","0","1","1","0.0","0.0","0.0","0.25","0.0","0.25","0.25"
"","Dennis Everberg","RW","MB","26.708","11","0","0","1","0","1","11","0.0","0.0","0.0","0.09","0.0","0.09","1.0"
"","Vladislav Kamenev","C","COL","22.092","2","0","0","1","0","1","3","0.0","0.0","0.0","0.5","0.0","0.5","1.5"
"","Adam Plant","D","LAV","23.354","14","0","0","1","0","1","12","0.0","0.0","0.0","0.07","0.0","0.07","0.86"
"","Justin Wade","D","CLE","24.425","8","0","0","1","0","1","4","0.0","0.0","0.0","0.12","0.0","0.12","0.5"
"","Logan Pyett","D","HER","30.306","10","0","0","1","0","1","7","0.0","0.0","0.0","0.1","0.0","0.1","0.7"
"","Gustav Olofsson","D","LAV","23.79","2","0","0","1","0","1","1","0.0","0.0","0.0","0.5","0.0","0.5","0.5"
"","Matthew Spencer","D","SYR","21.479","9","0","0","1","0","1","5","0.0","0.0","0.0","0.11","0.0","0.11","0.56"
"","Ondrej Vala","D","TEX","20.425","9","0","0","1","0","1","7","0.0","0.0","0.0","0.11","0.0","0.11","0.78"
"","Nate Prosser","D","IA","32.359","8","0","0","1","0","1","6","0.0","0.0","0.0","0.12","0.0","0.12","0.75"
"","Olivier Galipeau","D","PRO","21.372","5","0","0","1","0","1","5","0.0","0.0","0.0","0.2","0.0","0.2","1.0"
"","Mason Mitchell","LW","HER","24.258","11","0","0","1","0","1","7","0.0","0.0","0.0","0.09","0.0","0.09","0.64"
"","Matt Hunwick","D","ROC","33.32","2","0","0","1","0","1","3","0.0","0.0","0.0","0.5","0.0","0.5","1.5"
"","Gustav Bouramman","D","IA","21.64","18","0","0","1","0","1","12","0.0","0.0","0.0","0.06","0.0","0.06","0.67"
"","Darik Angeli","F","TUC","27.929","4","0","0","1","0","1","3","0.0","0.0","0.0","0.25","0.0","0.25","0.75"
"","Steve Johnson","D","HER","24.22","9","0","0","1","0","1","11","0.0","0.0","0.0","0.11","0.0","0.11","1.22"
"","Derek Sheppard","D","CHA","24.318","6","0","0","1","0","1","9","0.0","0.0","0.0","0.17","0.0","0.17","1.5"
"","Slater Koekkoek","D","SYR","24.573","5","0","0","1","0","1","10","0.0","0.0","0.0","0.2","0.0","0.2","2.0"
"","Patrick Eaves","RW","SD","34.374","5","0","0","1","0","1","5","0.0","0.0","0.0","0.2","0.0","0.2","1.0"
"","Garret Cockerill","D","CLE","24.57","4","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","1.25"
"","Reece Scarlett","D","TEX","25.46","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Mackenze Stewart","D","GR","23.1","4","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","1.75"
"","Marcus Crawford","D","GR","21.487","2","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Trevor Yates","C","GR","23.53","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","John McFarland","RW","BAK","26.454","9","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.56"
"","Yasin Ehliz","RW","STK","25.709","4","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.75"
"","Jeremy Morin","RW","HER","27.417","3","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Christian Jaros","D","BEL","22.454","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","David Drake","D","LV","23.688","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Myles Powell","C","ROC","24.146","6","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.33"
"","Brian Strait","D","BNG","30.697","10","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Jeremy Beaudry","D","BAK","24.756","1","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"","Peter Sivak","RW","SD","36.488","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Tesink","LW","SD/SA","25.32","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Brady Austin","D","STK","25.249","2","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.5"
"","Tony Turgeon","LW","SPR","28.983","7","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.14"
"","Kris Bindulis","D","HER","22.993","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Matthew Lane","C","MIL","24.504","11","0","0","0","0","0","8","0.0","0.0","0.0","0.0","0.0","0.0","0.73"
"","Patrick McGrath","RW","WBS","25.498","17","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.29"
"","Spencer Watson","RW","ONT","22.391","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Tyler Moy","RW","MIL","23.163","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Adam Gilmour","C","SPR","24.627","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Carl Gunnarsson","D","SA","31.85","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Ryan White","C","MB","30.498","12","0","0","0","0","0","11","0.0","0.0","0.0","0.0","0.0","0.0","0.92"
"","Radovan Bondra","RW","RFD","21.632","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Brett Welychka","RW","RFD","24.537","14","0","0","0","0","0","9","0.0","0.0","0.0","0.0","0.0","0.0","0.64"
"","Braylon Shmyr","F","SPR","21.334","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Neil Manning","D","RFD","27.346","3","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.33"
"","Mike Downing","D","SPR","23.327","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Connor Moynihan","LW","RFD","21.156","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Brady Ferguson","C","TOR","24.025","3","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.33"
"","Desmond Bergin","D","PRO/MIL","25.605","8","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","0.88"
"","Dawson Leedahl","LW","HFD","22.492","28","0","0","0","0","0","27","0.0","0.0","0.0","0.0","0.0","0.0","0.96"
"","Kayle Doetzel","D","CLE/STK","23.242","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Cole Ully","LW","COL","23.568","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Terrence Wallin","C","HFD","26.443","13","0","0","0","0","0","14","0.0","0.0","0.0","0.0","0.0","0.0","1.08"
"","Steven Santini","D","BNG","23.527","3","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Daniel Maggio","F","TUC","27.535","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Chris Forney","D","SD","23.82","3","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.33"
"","Ivan Kosorenkov","RW","SJ","20.647","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","David Broll","LW","PRO","25.695","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Pavel Jenys","LW","ONT","22.454","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jacob Cederholm","D","MB","20.625","9","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.22"
"","Nathan Paetsch","D","ROC","35.464","5","0","0","0","0","0","9","0.0","0.0","0.0","0.0","0.0","0.0","1.8"
"","Willie Raskob","D","STK","23.508","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jack Glover","D","MB","22.33","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Jared Thomas","LW","SD/SA","24.565","6","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.33"
"","Dajon Mingo","D","MB","28.359","3","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.33"
"","Alex Overhardt","C","MIL","21.665","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jordan Ernst","LW","STK","21.243","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Travis Howe","RW","TUC","24.595","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Kale Kessy","LW","MB","25.78","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Michael Fora","D","CHA","22.878","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Zack Stortini","RW","CHA","33.011","19","0","0","0","0","0","8","0.0","0.0","0.0","0.0","0.0","0.0","0.42"
"","Drew Melanson","LW","HFD","23.68","5","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Stepan Falkovsky","D","IA","21.742","5","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"","Bryan Moore","LW","GR","24.31","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Noah Juulsen","D","LAV","21.454","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Spencer Naas","LW","TEX","23.217","9","0","0","0","0","0","8","0.0","0.0","0.0","0.0","0.0","0.0","0.89"
"","Mike Szmatula","C","STK","26.098","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Josh Anderson","D","COL","20.047","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Scott Pooley","RW","TOR","24.469","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Vasily Glotov","C","ROC","21.03","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Kevin Spinozzi","D","WBS","22.314","5","0","0","0","0","0","8","0.0","0.0","0.0","0.0","0.0","0.0","1.6"
"","Derian Plouffe","F","TOR","23.666","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Etienne Boutet","D","STK","26.289","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Nolan De Jong","D","SJ/COL/STK","23.393","3","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Johno May","F","SD","24.915","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Alex Breton","D","BEL","21.197","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","John McCarron","RW","STK","26.415","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Michael Brodzinski","D","SJ","23.302","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Bobby Sanguinetti","D","CHA","30.544","12","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","0.58"
"","Michael Doherty","LW","PRO/BNG","25.068","4","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.75"
"","Mike Cornell","D","BRI","30.511","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Marcus Hogstrom","D","STK","29.49","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Daniel Fick","D","WBS","27.07","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Jared Wilson","D","BAK","24.053","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Frank Hora","D","LV","22.289","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Josh MacDonald","F","LV","24.474","8","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.62"
"","Steven Iacobellis","F","SA","25.071","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Justin Taylor","C","SA","29.6","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Zach Tolkinen","D","HFD","28.8","8","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Kevin Lough","D","CHI","26.533","2","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.5"
"","Christian Djoos","D","HER","24.11","2","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","J.C. Campagna","F","CHI","25.263","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Jalen Smereck","D","TUC","21.665","5","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Nic Pierog","F","PRO","25.454","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Greg Wolfe","C","BNG","28.392","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Logan Roe","D","MB","26.714","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Colby McAuley","RW","SJ","22.3","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jim O'Brien","C","BEL","29.627","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Samuel Morin","D","LV","23.179","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Nikita Popugaev","LW","BNG","19.82","3","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.67"
"","T.J. Hensick","RW","SJ","32.765","2","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","2.5"
"","Brett McKenzie","LW","PRO","21.512","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
