"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Maxim Letunov","C","SJ","22.569","43","9","8","1","17","18","75","12.0","0.21","0.19","0.02","0.4","0.42","1.74"
"","Evan McEneny","D","UTI","24.318","52","8","8","13","16","29","98","8.16","0.15","0.15","0.25","0.31","0.56","1.88"
"","Ville Meskanen","RW","HFD","22.955","52","10","6","13","16","29","104","9.62","0.19","0.12","0.25","0.31","0.56","2.0"
"","Ben Gleason","D","TEX","20.477","48","5","11","11","16","27","103","4.85","0.1","0.23","0.23","0.33","0.56","2.15"
"","Lucas Carlsson","D","RFD","21.197","50","8","8","10","16","26","92","8.7","0.16","0.16","0.2","0.32","0.52","1.84"
"","Brendan Guhle","D","ROC","21.131","47","5","11","8","16","24","128","3.91","0.11","0.23","0.17","0.34","0.51","2.72"
"","David Warsofsky","D","COL","28.296","32","3","13","8","16","24","99","3.03","0.09","0.41","0.25","0.5","0.75","3.09"
"","Kevin Porter","C","ROC","32.513","38","7","9","7","16","23","63","11.11","0.18","0.24","0.18","0.42","0.61","1.66"
"","Wade Megan","C","GR","28.151","30","12","4","7","16","23","91","13.19","0.4","0.13","0.23","0.53","0.77","3.03"
"","David Gust","RW","BAK","24.565","40","14","2","6","16","22","96","14.58","0.35","0.05","0.15","0.4","0.55","2.4"
"","Victor Ejdsell","F","RFD","23.278","43","8","8","5","16","21","83","9.64","0.19","0.19","0.12","0.37","0.49","1.93"
"","Patrick Brown","C","CHA","26.298","49","11","5","5","16","21","69","15.94","0.22","0.1","0.1","0.33","0.43","1.41"
"","Tim Gettinger","LW","HFD","20.422","44","11","5","5","16","21","85","12.94","0.25","0.11","0.11","0.36","0.48","1.93"
"","Axel Holmstrom","C","GR","22.213","52","10","6","5","16","21","48","20.83","0.19","0.12","0.1","0.31","0.4","0.92"
"","Nicolas Aube-Kubel","RW","LV","22.35","35","11","5","4","16","20","62","17.74","0.31","0.14","0.11","0.46","0.57","1.77"
"","Colton Hargrove","LW","TEX","26.224","52","8","8","3","16","19","73","10.96","0.15","0.15","0.06","0.31","0.37","1.4"
"","Nicholas Baptiste","RW","MIL","23.116","53","10","6","3","16","19","115","8.7","0.19","0.11","0.06","0.3","0.36","2.17"
"","Justin Scott","C","CLE","23.092","46","9","7","2","16","18","113","7.96","0.2","0.15","0.04","0.35","0.39","2.46"
"","Gerry Fitzgerald","C","IA","25.055","52","12","4","1","16","17","82","14.63","0.23","0.08","0.02","0.31","0.33","1.58"
"","Scott Kosmachuk","RW","COL","24.641","36","12","4","1","16","17","81","14.81","0.33","0.11","0.03","0.44","0.47","2.25"
"","Kieffer Bellows","LW","BRI","20.266","54","11","5","0","16","16","112","9.82","0.2","0.09","0.0","0.3","0.3","2.07"
"","Kale Clague","D","ONT","20.28","45","3","12","10","15","25","79","3.8","0.07","0.27","0.22","0.33","0.56","1.76"
"","Gabriel Dumont","C","SYR","27.943","34","6","9","9","15","24","74","8.11","0.18","0.26","0.26","0.44","0.71","2.18"
"","Tyler Gaudet","C","MIL","25.449","41","8","7","8","15","23","76","10.53","0.2","0.17","0.2","0.37","0.56","1.85"
"","Jean-Sebastien Dea","C","WBS","24.6","24","6","9","8","15","23","68","8.82","0.25","0.38","0.33","0.62","0.96","2.83"
"","Mark McNeill","C","PRO","25.561","40","7","8","7","15","22","60","11.67","0.17","0.2","0.17","0.38","0.55","1.5"
"","Parker Wotherspoon","D","BRI","21.06","51","5","10","7","15","22","64","7.81","0.1","0.2","0.14","0.29","0.43","1.25"
"","Laurent Dauphin","C","MIL/TUC","23.475","39","6","9","7","15","22","78","7.69","0.15","0.23","0.18","0.38","0.56","2.0"
"","Henrik Borgstrom","F","SPR","21.109","24","5","10","7","15","22","48","10.42","0.21","0.42","0.29","0.62","0.92","2.0"
"","Zach Whitecloud","D","CHI","21.796","49","5","10","6","15","21","61","8.2","0.1","0.2","0.12","0.31","0.43","1.24"
"","Jonathon Martin","RW","SJ","23.064","37","9","6","5","15","20","79","11.39","0.24","0.16","0.14","0.41","0.54","2.14"
"","Cal Foote","D","SYR","19.757","50","7","8","5","15","20","81","8.64","0.14","0.16","0.1","0.3","0.4","1.62"
"","Gabriel Fontaine","C","HFD","21.378","51","6","9","4","15","19","52","11.54","0.12","0.18","0.08","0.29","0.37","1.02"
"","Eeli Tolvanen","F","MIL","19.401","37","9","6","4","15","19","95","9.47","0.24","0.16","0.11","0.41","0.51","2.57"
"","Conor Garland","RW","TUC","22.514","18","8","7","4","15","19","53","15.09","0.44","0.39","0.22","0.83","1.06","2.94"
"","Cam Darcy","C","UTI","24.54","46","8","7","3","15","18","49","16.33","0.17","0.15","0.07","0.33","0.39","1.07"
"","Anton Blidh","LW","PRO","23.508","53","8","7","3","15","18","90","8.89","0.15","0.13","0.06","0.28","0.34","1.7"
"","Lukas Vejdemo","C","LAV","22.64","51","7","8","3","15","18","66","10.61","0.14","0.16","0.06","0.29","0.35","1.29"
"","Connor Brickley","LW","HFD/MIL","26.555","52","9","6","2","15","17","74","12.16","0.17","0.12","0.04","0.29","0.33","1.42"
"","Will Bitten","RW","IA","20.184","40","5","10","2","15","17","61","8.2","0.12","0.25","0.05","0.38","0.42","1.52"
"","Alexandre Grenier","RW","LAV","27.029","51","10","5","1","15","16","78","12.82","0.2","0.1","0.02","0.29","0.31","1.53"
"","Jimmy Hayes","RW","WBS","28.816","50","7","8","1","15","16","76","9.21","0.14","0.16","0.02","0.3","0.32","1.52"
"","Robbie Russo","D","TUC","25.58","46","5","9","15","14","29","99","5.05","0.11","0.2","0.33","0.3","0.63","2.15"
"","Kyle Wood","D","SJ","22.366","46","4","10","13","14","27","96","4.17","0.09","0.22","0.28","0.3","0.59","2.09"
"","Brandon Gignac","LW","BNG","20.855","49","9","5","13","14","27","66","13.64","0.18","0.1","0.27","0.29","0.55","1.35"
"","Darren Raddysh","D","RFD","22.547","54","8","6","12","14","26","106","7.55","0.15","0.11","0.22","0.26","0.48","1.96"
"","Trevor Murphy","D","TUC/SD","23.165","49","8","6","12","14","26","124","6.45","0.16","0.12","0.24","0.29","0.53","2.53"
"","Colton White","D","BNG","21.369","53","6","8","10","14","24","78","7.69","0.11","0.15","0.19","0.26","0.45","1.47"
"","Greg McKegg","C","CHA","26.246","31","6","8","9","14","23","44","13.64","0.19","0.26","0.29","0.45","0.74","1.42"
"","Sam Anas","RW","IA","25.29","37","9","5","9","14","23","71","12.68","0.24","0.14","0.24","0.38","0.62","1.92"
"","Frederic Allard","D","MIL","20.718","45","3","11","9","14","23","87","3.45","0.07","0.24","0.2","0.31","0.51","1.93"
"","Roland McKeown","D","CHA","22.653","53","2","12","7","14","21","83","2.41","0.04","0.23","0.13","0.26","0.4","1.57"
"","Cameron Hebig","LW","BAK","21.632","47","10","4","7","14","21","77","12.99","0.21","0.09","0.15","0.3","0.45","1.64"
"","Matt Mangene","F","SPR","29.512","41","6","8","7","14","21","74","8.11","0.15","0.2","0.17","0.34","0.51","1.8"
"","Lias Andersson","C","HFD","19.924","36","6","8","6","14","20","70","8.57","0.17","0.22","0.17","0.39","0.56","1.94"
"","Keegan Kolesar","RW","CHI","21.438","51","9","5","6","14","20","62","14.52","0.18","0.1","0.12","0.27","0.39","1.22"
"","Alex Lintuniemi","D","ONT","22.979","46","2","12","6","14","20","58","3.45","0.04","0.26","0.13","0.3","0.43","1.26"
"","Ross Colton","C","SYR","22.01","45","9","5","6","14","20","79","11.39","0.2","0.11","0.13","0.31","0.44","1.76"
"","Nick Paul","LW","BEL","23.491","23","8","6","6","14","20","51","15.69","0.35","0.26","0.26","0.61","0.87","2.22"
"","Ty Lewis","RW","COL","20.532","45","8","6","5","14","19","74","10.81","0.18","0.13","0.11","0.31","0.42","1.64"
"","Tyler Steenbergen","F","TUC","20.688","43","8","6","5","14","19","48","16.67","0.19","0.14","0.12","0.33","0.44","1.12"
"","Kevin Stenlund","C","CLE","21.985","39","10","4","4","14","18","93","10.75","0.26","0.1","0.1","0.36","0.46","2.38"
"","Mason Appleton","RW","MB","22.667","19","8","6","4","14","18","52","15.38","0.42","0.32","0.21","0.74","0.95","2.74"
"","John McCarthy","LW","SJ","32.102","46","7","7","4","14","18","89","7.87","0.15","0.15","0.09","0.3","0.39","1.93"
"","Nikita Jevpalovs","RW","LAV","24.017","52","9","5","3","14","17","74","12.16","0.17","0.1","0.06","0.27","0.33","1.42"
"","Garrett Wilson","LW","WBS","27.502","18","8","6","3","14","17","37","21.62","0.44","0.33","0.17","0.78","0.94","2.06"
"","Ryan Olsen","C","SA","24.477","45","7","7","3","14","17","76","9.21","0.16","0.16","0.07","0.31","0.38","1.69"
"","Mitch Callahan","RW","BAK","27.081","42","9","5","2","14","16","74","12.16","0.21","0.12","0.05","0.33","0.38","1.76"
"","Mackenzie MacEachern","LW","SA","24.521","33","9","5","2","14","16","62","14.52","0.27","0.15","0.06","0.42","0.48","1.88"
"","Chris Bigras","D","HFD","23.562","52","3","10","10","13","23","76","3.95","0.06","0.19","0.19","0.25","0.44","1.46"
"","Filip Hronek","D","GR","20.868","28","7","6","10","13","23","75","9.33","0.25","0.21","0.36","0.46","0.82","2.68"
"","Alexandre Alain","C","LAV","21.536","52","7","6","9","13","22","77","9.09","0.13","0.12","0.17","0.25","0.42","1.48"
"","Colin McDonald","RW","LV","33.958","51","7","6","9","13","22","103","6.8","0.14","0.12","0.18","0.25","0.43","2.02"
"","Jordan Murray","D","BEL","25.745","42","7","6","9","13","22","63","11.11","0.17","0.14","0.21","0.31","0.52","1.5"
"","Caleb Jones","D","BAK","21.276","31","5","8","8","13","21","71","7.04","0.16","0.26","0.26","0.42","0.68","2.29"
"","Nic Hague","D","CHI","19.779","50","10","3","8","13","21","117","8.55","0.2","0.06","0.16","0.26","0.42","2.34"
"","Austin Poganski","RW","SA","22.58","44","7","6","8","13","21","67","10.45","0.16","0.14","0.18","0.3","0.48","1.52"
"","Jonathan Ang","F","SPR","20.622","54","4","9","7","13","20","60","6.67","0.07","0.17","0.13","0.24","0.37","1.11"
"","Xavier Ouellet","D","LAV","25.131","25","3","10","6","13","19","71","4.23","0.12","0.4","0.24","0.52","0.76","2.84"
"","Rasmus Asplund","C","ROC","20.783","52","3","10","5","13","18","72","4.17","0.06","0.19","0.1","0.25","0.35","1.38"
"","Nicolas Meloche","D","COL","21.161","41","5","8","5","13","18","61","8.2","0.12","0.2","0.12","0.32","0.44","1.49"
"","Samuel Blais","RW","SA","22.245","25","8","5","5","13","18","66","12.12","0.32","0.2","0.2","0.52","0.72","2.64"
"","Trent Frederic","C","PRO","20.592","37","10","3","4","13","17","64","15.62","0.27","0.08","0.11","0.35","0.46","1.73"
"","Dominic Toninato","C","COL","24.521","38","6","7","4","13","17","63","9.52","0.16","0.18","0.11","0.34","0.45","1.66"
"","Dennis Yan","LW","SYR","21.421","38","10","3","4","13","17","71","14.08","0.26","0.08","0.11","0.34","0.45","1.87"
"","Boris Katchouk","LW","SYR","20.244","49","7","6","4","13","17","52","13.46","0.14","0.12","0.08","0.27","0.35","1.06"
"","Giovanni Fiore","LW","TUC/SD","22.089","41","9","4","4","13","17","70","12.86","0.22","0.1","0.1","0.32","0.41","1.71"
"","Andreas Borgman","D","TOR","23.245","39","4","9","3","13","16","87","4.6","0.1","0.23","0.08","0.33","0.41","2.23"
"","Reid Duke","C","CHI","22.632","44","7","6","3","13","16","70","10.0","0.16","0.14","0.07","0.3","0.36","1.59"
"","Andrew Mangiapane","LW","STK","22.448","15","8","5","3","13","16","38","21.05","0.53","0.33","0.2","0.87","1.07","2.53"
"","Ryan Lomberg","LW","STK","23.768","40","7","6","3","13","16","72","9.72","0.17","0.15","0.07","0.33","0.4","1.8"
"","Jeffrey Truchon Viel","LW","SJ","21.629","46","7","6","3","13","16","70","10.0","0.15","0.13","0.07","0.28","0.35","1.52"
"","Sebastian Repo","F","SPR","22.229","43","9","4","3","13","16","55","16.36","0.21","0.09","0.07","0.3","0.37","1.28"
"","Brad Morrison","F","ONT","21.695","36","9","4","2","13","15","36","25.0","0.25","0.11","0.06","0.36","0.42","1.0"
"","Yegor Sharangovich","F","BNG","20.277","48","8","5","2","13","15","60","13.33","0.17","0.1","0.04","0.27","0.31","1.25"
"","Nicholas Caamano","RW","TEX","20.022","51","6","7","1","13","14","94","6.38","0.12","0.14","0.02","0.25","0.27","1.84"
"","Stefan Elliott","D","BEL/WBS","27.625","46","6","6","11","12","23","86","6.98","0.13","0.13","0.24","0.26","0.5","1.87"
"","Lawrence Pilut","D","ROC","22.711","16","3","9","10","12","22","37","8.11","0.19","0.56","0.62","0.75","1.38","2.31"
"","Tommy Cross","D","CLE","29.008","50","2","10","8","12","20","100","2.0","0.04","0.2","0.16","0.24","0.4","2.0"
"","Alexandre Carrier","D","MIL","21.936","54","3","9","8","12","20","81","3.7","0.06","0.17","0.15","0.22","0.37","1.5"
"","Cody Goloubef","D","PRO/BEL","28.792","29","5","7","8","12","20","70","7.14","0.17","0.24","0.28","0.41","0.69","2.41"
"","Lukas Jasek","RW","UTI","21.049","41","8","4","8","12","20","57","14.04","0.2","0.1","0.2","0.29","0.49","1.39"
"","Devon Toews","D","BRI","24.565","24","5","7","7","12","19","53","9.43","0.21","0.29","0.29","0.5","0.79","2.21"
"","Jordan Gross","D","TUC","23.354","45","5","7","7","12","19","95","5.26","0.11","0.16","0.16","0.27","0.42","2.11"
"","Bobby Butler","RW","HFD","31.39","52","7","5","6","12","18","76","9.21","0.13","0.1","0.12","0.23","0.35","1.46"
"","Rourke Chartier","C","SJ","22.451","24","6","6","6","12","18","81","7.41","0.25","0.25","0.25","0.5","0.75","3.38"
"","Nick Merkley","RW","TUC","21.315","24","4","8","6","12","18","63","6.35","0.17","0.33","0.25","0.5","0.75","2.62"
"","Eric Cornel","RW","ROC","22.429","52","6","6","5","12","17","58","10.34","0.12","0.12","0.1","0.23","0.33","1.12"
"","Ryan Stanton","D","BAK","29.156","47","5","7","5","12","17","67","7.46","0.11","0.15","0.11","0.26","0.36","1.43"
"","Chase Balisy","C","BEL","26.618","56","5","7","4","12","16","55","9.09","0.09","0.12","0.07","0.21","0.29","0.98"
"","Blaine Byron","F","SPR","23.565","31","8","4","4","12","16","40","20.0","0.26","0.13","0.13","0.39","0.52","1.29"
"","Kole Sherwood","RW","CLE","21.646","34","11","1","2","12","14","78","14.1","0.32","0.03","0.06","0.35","0.41","2.29"
"","Oliver Kylington","D","STK","21.326","18","7","5","2","12","14","35","20.0","0.39","0.28","0.11","0.67","0.78","1.94"
"","Mikey Eyssimont","LW","ONT","22.016","43","7","5","2","12","14","74","9.46","0.16","0.12","0.05","0.28","0.33","1.72"
"","Conner Bleackley","C","SA","22.604","42","5","7","2","12","14","53","9.43","0.12","0.17","0.05","0.29","0.33","1.26"
"","Jarred Tinordi","D","MIL","26.569","54","4","8","1","12","13","89","4.49","0.07","0.15","0.02","0.22","0.24","1.65"
"","Brennan Menell","D","IA","21.312","47","2","9","14","11","25","61","3.28","0.04","0.19","0.3","0.23","0.53","1.3"
"","Michael Kapla","D","IA/BNG","23.99","52","1","10","11","11","22","46","2.17","0.02","0.19","0.21","0.21","0.42","0.88"
"","Garrett Pilon","C","HER","20.425","52","4","7","10","11","21","68","5.88","0.08","0.13","0.19","0.21","0.4","1.31"
"","Rob Hamilton","D","STK","24.46","37","5","6","10","11","21","50","10.0","0.14","0.16","0.27","0.3","0.57","1.35"
"","Ryan Sproul","D","TOR/LAV/HER","25.671","41","7","4","9","11","20","103","6.8","0.17","0.1","0.22","0.27","0.49","2.51"
"","Connor Clifton","D","PRO","23.384","44","5","6","8","11","19","87","5.75","0.11","0.14","0.18","0.25","0.43","1.98"
"","Shane Gersich","LW","HER","22.183","42","7","4","7","11","18","94","7.45","0.17","0.1","0.17","0.26","0.43","2.24"
"","Colby Cave","C","PRO","23.721","15","6","5","7","11","18","30","20.0","0.4","0.33","0.47","0.73","1.2","2.0"
"","Matt Beleskey","LW","HFD","30.273","39","4","7","7","11","18","68","5.88","0.1","0.18","0.18","0.28","0.46","1.74"
"","Carsen Twarynski","LW","LV","20.808","49","6","5","6","11","17","60","10.0","0.12","0.1","0.12","0.22","0.35","1.22"
"","Sam Miletic","LW","WBS","21.367","26","7","4","6","11","17","55","12.73","0.27","0.15","0.23","0.42","0.65","2.12"
"","Jake Horton","C","SPR","23.823","53","8","3","6","11","17","49","16.33","0.15","0.06","0.11","0.21","0.32","0.92"
"","Luke Kunin","C","IA","20.781","25","9","2","6","11","17","54","16.67","0.36","0.08","0.24","0.44","0.68","2.16"
"","Ben Sexton","RW","BEL/WBS","27.278","34","5","6","5","11","16","54","9.26","0.15","0.18","0.15","0.32","0.47","1.59"
"","Marko Dano","LW","MB","23.792","29","8","3","5","11","16","70","11.43","0.28","0.1","0.17","0.38","0.55","2.41"
"","Colin Markison","RW","TEX","26.109","42","6","5","4","11","15","64","9.38","0.14","0.12","0.1","0.26","0.36","1.52"
"","Mike Sislo","RW","BRI","30.654","33","6","5","4","11","15","76","7.89","0.18","0.15","0.12","0.33","0.45","2.3"
"","Thomas Di Pauli","C","WBS","24.381","29","7","4","4","11","15","75","9.33","0.24","0.14","0.14","0.38","0.52","2.59"
"","Trevor Smith","C","SA","33.6","37","7","4","4","11","15","53","13.21","0.19","0.11","0.11","0.3","0.41","1.43"
"","Klim Kostin","RW","SA","19.365","43","6","5","4","11","15","53","11.32","0.14","0.12","0.09","0.26","0.35","1.23"
"","Evan Weinger","RW","SJ","21.41","41","8","3","4","11","15","88","9.09","0.2","0.07","0.1","0.27","0.37","2.15"
"","Matt Berry","RW","SD","26.076","26","4","7","4","11","15","48","8.33","0.15","0.27","0.15","0.42","0.58","1.85"
"","Colin Campbell","RW","GR","27.415","40","5","6","3","11","14","71","7.04","0.12","0.15","0.07","0.28","0.35","1.77"
"","Kyle Bauman","C","ONT","25.421","45","4","7","3","11","14","48","8.33","0.09","0.16","0.07","0.24","0.31","1.07"
"","Jeremy Gregoire","C","MIL/TUC","23.029","47","7","4","3","11","14","74","9.46","0.15","0.09","0.06","0.23","0.3","1.57"
"","Max McCormick","LW","COL/BEL","26.374","26","7","4","3","11","14","50","14.0","0.27","0.15","0.12","0.42","0.54","1.92"
"","Zack Mitchell","RW","ONT","25.687","40","6","5","2","11","13","58","10.34","0.15","0.12","0.05","0.28","0.33","1.45"
"","Kurtis MacDermid","D","ONT","24.477","45","4","7","2","11","13","69","5.8","0.09","0.16","0.04","0.24","0.29","1.53"
"","Michael Chaput","C","LAV","26.434","21","9","2","2","11","13","45","20.0","0.43","0.1","0.1","0.52","0.62","2.14"
"","Thomas Schemitsch","D","SPR","21.887","38","6","5","2","11","13","63","9.52","0.16","0.13","0.05","0.29","0.34","1.66"
"","Evan Polei","LW","BAK","22.571","36","5","6","2","11","13","72","6.94","0.14","0.17","0.06","0.31","0.36","2.0"
"","Josh Jooris","RW","TOR","28.173","53","7","4","1","11","12","77","9.09","0.13","0.08","0.02","0.21","0.23","1.45"
"","Jens Looke","RW","TUC","21.43","40","7","4","1","11","12","64","10.94","0.17","0.1","0.03","0.28","0.3","1.6"
"","Mitchell Stephens","C","SYR","21.608","15","5","6","0","11","11","25","20.0","0.33","0.4","0.0","0.73","0.73","1.67"
"","Colin Blackwell","C","MIL","25.468","21","7","4","0","11","11","47","14.89","0.33","0.19","0.0","0.52","0.52","2.24"
"","Ryan MacInnis","C","CLE","22.585","49","3","7","8","10","18","74","4.05","0.06","0.14","0.16","0.2","0.37","1.51"
"","Connor Hobbs","D","HER","21.695","42","3","7","8","10","18","72","4.17","0.07","0.17","0.19","0.24","0.43","1.71"
"","Tucker Poolman","D","MB","25.271","30","3","7","7","10","17","50","6.0","0.1","0.23","0.23","0.33","0.57","1.67"
"","Sean Walker","D","ONT","23.839","22","6","4","7","10","17","78","7.69","0.27","0.18","0.32","0.45","0.77","3.55"
"","Manuel Wiederer","RW","SJ","21.816","39","9","1","6","10","16","67","13.43","0.23","0.03","0.15","0.26","0.41","1.72"
"","Matt Luff","RW","ONT","21.364","15","6","4","6","10","16","79","7.59","0.4","0.27","0.4","0.67","1.07","5.27"
"","Yegor Yakovlev","D","BNG","26.996","17","0","10","6","10","16","23","0.0","0.0","0.59","0.35","0.59","0.94","1.35"
"","Kyle Cumiskey","D","TOR/PRO","31.787","29","2","8","6","10","16","24","8.33","0.07","0.28","0.21","0.34","0.55","0.83"
"","Dominic Turgeon","C","GR","22.555","53","5","5","5","10","15","76","6.58","0.09","0.09","0.09","0.19","0.28","1.43"
"","Skyler McKenzie","LW","MB","20.652","43","7","3","5","10","15","56","12.5","0.16","0.07","0.12","0.23","0.35","1.3"
"","Eric Tangradi","LW","BNG","29.594","28","7","3","5","10","15","67","10.45","0.25","0.11","0.18","0.36","0.54","2.39"
"","Reece Willcox","D","LV","24.491","44","2","8","5","10","15","42","4.76","0.05","0.18","0.11","0.23","0.34","0.95"
"","Nolan Valleau","D","SYR","25.832","43","2","8","5","10","15","46","4.35","0.05","0.19","0.12","0.23","0.35","1.07"
"","Saku Maenalanen","F","CHA","24.299","31","7","3","4","10","14","46","15.22","0.23","0.1","0.13","0.32","0.45","1.48"
"","Erik Burgdoerfer","D","BEL","29.761","44","5","5","4","10","14","74","6.76","0.11","0.11","0.09","0.23","0.32","1.68"
"","Mitch McLain","C","IA","24.767","38","6","4","4","10","14","51","11.76","0.16","0.11","0.11","0.26","0.37","1.34"
"","David Kase","RW","LV","21.629","20","4","6","3","10","13","29","13.79","0.2","0.3","0.15","0.5","0.65","1.45"
"","Kailer Yamamoto","LW","BAK","19.962","20","7","3","3","10","13","36","19.44","0.35","0.15","0.15","0.5","0.65","1.8"
"","Doyle Somerby","D","CLE","24.2","43","7","3","2","10","12","41","17.07","0.16","0.07","0.05","0.23","0.28","0.95"
"","C.J. Suess","LW","MB","24.499","26","8","2","2","10","12","38","21.05","0.31","0.08","0.08","0.38","0.46","1.46"
"","Sam Herr","LW","ONT","25.923","46","6","4","2","10","12","66","9.09","0.13","0.09","0.04","0.22","0.26","1.43"
"","Beck Malenstyn","RW","HER","20.611","50","6","4","2","10","12","65","9.23","0.12","0.08","0.04","0.2","0.24","1.3"
"","Gabriel Gagne","RW","TOR/BEL","21.843","47","5","5","2","10","12","93","5.38","0.11","0.11","0.04","0.21","0.26","1.98"
"","Ryan Donato","LW","PRO","22.434","18","7","3","2","10","12","57","12.28","0.39","0.17","0.11","0.56","0.67","3.17"
"","Jaime Sifers","D","UTI","35.659","48","3","7","1","10","11","48","6.25","0.06","0.15","0.02","0.21","0.23","1.0"
"","Adam Musil","C","SA","21.473","47","6","4","1","10","11","60","10.0","0.13","0.09","0.02","0.21","0.23","1.28"
"","Stuart Percy","D","BEL","25.328","41","2","7","10","9","19","57","3.51","0.05","0.17","0.24","0.22","0.46","1.39"
"","Kevin Rooney","C","BNG","25.32","38","1","8","9","9","18","55","1.82","0.03","0.21","0.24","0.24","0.47","1.45"
"","Cameron Schilling","D","MB","29.939","40","2","7","8","9","17","86","2.33","0.05","0.17","0.2","0.23","0.42","2.15"
"","Chris Butler","D","SA","31.886","37","2","7","8","9","17","71","2.82","0.05","0.19","0.22","0.24","0.46","1.92"
"","Maxim Lamarche","D","LAV","26.18","51","1","8","7","9","16","39","2.56","0.02","0.16","0.14","0.18","0.31","0.76"
"","Morgan Klimchuk","LW","TOR/STK/BEL","23.541","38","9","0","6","9","15","61","14.75","0.24","0.0","0.16","0.24","0.39","1.61"
"","Matt Bartkowski","D","IA","30.281","47","2","7","5","9","14","57","3.51","0.04","0.15","0.11","0.19","0.3","1.21"
"","Nolan Stevens","F","SA","22.15","42","6","3","5","9","14","36","16.67","0.14","0.07","0.12","0.21","0.33","0.86"
"","Jeff Kubiak","C","BRI","24.658","36","4","5","5","9","14","40","10.0","0.11","0.14","0.14","0.25","0.39","1.11"
"","Antti Suomela","C","SJ","24.499","25","3","6","5","9","14","49","6.12","0.12","0.24","0.2","0.36","0.56","1.96"
"","Gavin Bayreuther","D","TEX","24.345","29","4","5","4","9","13","67","5.97","0.14","0.17","0.14","0.31","0.45","2.31"
"","Mark Alt","D","COL","26.911","42","6","3","4","9","13","86","6.98","0.14","0.07","0.1","0.21","0.31","2.05"
"","Keaton Middleton","D","SJ","20.595","44","6","3","4","9","13","38","15.79","0.14","0.07","0.09","0.2","0.3","0.86"
"","Tyrell Goulbourne","LW","LV","24.636","44","6","3","4","9","13","59","10.17","0.14","0.07","0.09","0.2","0.3","1.34"
"","Juuso Ikonen","LW","HER","23.699","40","4","5","4","9","13","39","10.26","0.1","0.12","0.1","0.23","0.33","0.97"
"","Sam Vigneault","C","CLE","23.023","39","3","6","3","9","12","29","10.34","0.08","0.15","0.08","0.23","0.31","0.74"
"","Kyle Criscuolo","C","ROC","26.363","28","4","5","3","9","12","54","7.41","0.14","0.18","0.11","0.32","0.43","1.93"
"","Jakub Zboril","D","PRO","21.564","34","4","5","3","9","12","44","9.09","0.12","0.15","0.09","0.26","0.35","1.29"
"","Tyler Vesel","RW","BAK","24.422","42","4","5","3","9","12","67","5.97","0.1","0.12","0.07","0.21","0.29","1.6"
"","Brett Pollock","LW","STK","22.497","40","3","6","3","9","12","64","4.69","0.07","0.15","0.07","0.23","0.3","1.6"
"","Tobias Lindberg","RW","BEL/WBS","23.152","43","5","4","3","9","12","39","12.82","0.12","0.09","0.07","0.21","0.28","0.91"
"","Brandon Crawley","D","HFD","21.616","31","3","6","3","9","12","45","6.67","0.1","0.19","0.1","0.29","0.39","1.45"
"","Jarrett Burton","C","WBS","27.71","43","4","5","3","9","12","45","8.89","0.09","0.12","0.07","0.21","0.28","1.05"
"","Ryan Schmelzer","C","BNG","25.134","45","9","0","3","9","12","62","14.52","0.2","0.0","0.07","0.2","0.27","1.38"
"","Adam Gaudette","F","UTI","21.95","14","5","4","2","9","11","39","12.82","0.36","0.29","0.14","0.64","0.79","2.79"
"","Igor Shvyrev","C","COL","20.184","46","5","4","2","9","11","48","10.42","0.11","0.09","0.04","0.2","0.24","1.04"
"","Josh Jacobs","D","BNG","22.582","50","3","6","2","9","11","67","4.48","0.06","0.12","0.04","0.18","0.22","1.34"
"","Jake Bischoff","D","CHI","24.143","39","2","7","2","9","11","51","3.92","0.05","0.18","0.05","0.23","0.28","1.31"
"","Tom Pyatt","LW","UTI","31.584","17","4","5","2","9","11","29","13.79","0.24","0.29","0.12","0.53","0.65","1.71"
"","German Rubtsov","C","LV","20.219","14","6","3","1","9","10","22","27.27","0.43","0.21","0.07","0.64","0.71","1.57"
"","Matt Marcinew","RW","SPR","24.94","28","3","6","1","9","10","37","8.11","0.11","0.21","0.04","0.32","0.36","1.32"
"","Zach Aston-Reese","RW","WBS","24.099","11","6","3","0","9","9","41","14.63","0.55","0.27","0.0","0.82","0.82","3.73"
"","Alexis D'Aoust","RW","MB","22.451","34","6","3","0","9","9","48","12.5","0.18","0.09","0.0","0.26","0.26","1.41"
"","Ludwig Bystrom","D","SPR","24.157","49","3","5","16","8","24","53","5.66","0.06","0.1","0.33","0.16","0.49","1.08"
"","Ethan Bear","D","BAK","21.222","39","2","6","12","8","20","62","3.23","0.05","0.15","0.31","0.21","0.51","1.59"
"","Tyler Wotherspoon","D","SA","25.512","49","3","5","11","8","19","67","4.48","0.06","0.1","0.22","0.16","0.39","1.37"
"","William Lagesson","D","BAK","22.563","48","4","4","10","8","18","63","6.35","0.08","0.08","0.21","0.17","0.38","1.31"
"","Jeremy Roy","D","SJ","21.339","39","4","4","9","8","17","61","6.56","0.1","0.1","0.23","0.21","0.44","1.56"
"","Mark Friedman","D","LV","22.725","53","4","4","9","8","17","79","5.06","0.08","0.08","0.17","0.15","0.32","1.49"
