,Unnamed: 0,#,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
574,0,,Kenny Agostino,LW,CHI,24.378,65,24,32,27,56,83,166,14.46,0.37,0.49,0.42,0.86,1.28,2.55
212,1,,Chris Terry,LW,STJ,27.442,58,30,23,15,53,68,190,15.79,0.52,0.4,0.26,0.91,1.17,3.28
208,3,,Chris Mueller,C,TUC,30.53,68,19,31,17,50,67,119,15.97,0.28,0.46,0.25,0.74,0.99,1.75
953,6,,Taylor Beck,RW,BAK/HFD,25.345,56,19,30,17,49,66,171,11.11,0.34,0.54,0.3,0.88,1.18,3.05
1043,2,,Wade Megan,C,CHI,26.152,73,33,19,14,52,66,194,17.01,0.45,0.26,0.19,0.71,0.9,2.66
232,4,,Cole Schneider,LW,RCH,26.057,71,24,26,13,50,63,176,13.64,0.34,0.37,0.18,0.7,0.89,2.48
985,22,,Travis Boyd,C,HER,23.004,76,16,26,21,42,63,113,14.16,0.21,0.34,0.28,0.55,0.83,1.49
197,10,,Chris Bourque,LW,HER,30.629,76,18,27,15,45,60,221,8.14,0.24,0.36,0.2,0.59,0.79,2.91
252,11,,Cory Conacher,RW,SYR,26.755,56,17,28,15,45,60,152,11.18,0.3,0.5,0.27,0.8,1.07,2.71
945,27,,T.J. Brennan,D,LV,27.453000000000007,76,21,19,20,40,60,214,9.81,0.28,0.25,0.26,0.53,0.79,2.82
688,25,,Matt Taormina,D,SYR,29.906,70,15,26,19,41,60,183,8.2,0.21,0.37,0.27,0.59,0.86,2.61
275,5,,Daniel O'Regan,C,SJ,22.626,63,23,27,8,50,58,143,16.08,0.37,0.43,0.13,0.79,0.92,2.27
214,34,,Christian Djoos,D,HER,22.111,66,13,25,20,38,58,85,15.29,0.2,0.38,0.3,0.58,0.88,1.29
61,73,,Andy Miele,C,LV,28.419,65,13,20,24,33,57,121,10.74,0.2,0.31,0.37,0.51,0.88,1.86
968,51,,Tim Heed,D,SJ,25.635,55,14,22,20,36,56,140,10.0,0.25,0.4,0.36,0.65,1.02,2.55
651,12,,Mark Jankowski,C,STK,22.007,64,27,18,11,45,56,156,17.31,0.42,0.28,0.17,0.7,0.88,2.44
203,16,,Chris Conner,LW,LV,32.732,70,22,22,12,44,56,117,18.8,0.31,0.31,0.17,0.63,0.8,1.67
683,9,,Matt Lorito,LW,GR,26.205,61,22,24,10,46,56,139,15.83,0.36,0.39,0.16,0.75,0.92,2.28
615,19,,Linden Vey,C,STK,25.167,61,15,28,12,43,55,114,13.16,0.25,0.46,0.2,0.7,0.9,1.87
76,14,,Anton Lander,C,BAK,25.397,42,25,20,10,45,55,108,23.15,0.6,0.48,0.24,1.07,1.31,2.57
807,18,,Paul Carey,LW,HER,27.976,55,24,19,12,43,55,122,19.67,0.44,0.35,0.22,0.78,1.0,2.22
856,23,,Rocco Grimaldi,RW,SA,23.601,72,31,11,13,42,55,230,13.48,0.43,0.15,0.18,0.58,0.76,3.19
97,13,,Ben Street,C,GR,29.589,62,25,20,10,45,55,199,12.56,0.4,0.32,0.16,0.73,0.89,3.21
770,7,,Nicklas Jensen,LW,HFD,23.53,70,32,15,8,47,55,224,14.29,0.46,0.21,0.11,0.67,0.79,3.2
989,8,,Travis Morin,C,TEX,32.685,72,21,26,8,47,55,147,14.29,0.29,0.36,0.11,0.65,0.76,2.04
974,17,,Tom Kostopoulos,RW,WBS,37.643,74,24,20,10,44,54,167,14.37,0.32,0.27,0.14,0.59,0.73,2.26
251,15,,Corey Tropp,RW,SD,27.144,62,21,24,9,45,54,109,19.27,0.34,0.39,0.15,0.73,0.87,1.76
518,32,,Jordan Szwarz,RW,PRO,25.342,65,22,17,15,39,54,105,20.95,0.34,0.26,0.23,0.6,0.83,1.62
48,24,,Andrew Agozzino,LW,CHI,25.701,71,18,24,12,42,54,141,12.77,0.25,0.34,0.17,0.59,0.76,1.99
946,36,,T.J. Hensick,C,ONT,30.766,67,16,22,14,38,52,145,11.03,0.24,0.33,0.21,0.57,0.78,2.16
58,33,,Andrew Poturalski,C,CHA,22.67,74,19,20,13,39,52,157,12.1,0.26,0.27,0.18,0.53,0.7,2.12
827,20,,Pontus Aberg,RW,MIL,22.979,56,31,12,9,43,52,166,18.67,0.55,0.21,0.16,0.77,0.93,2.96
576,35,,Kerby Rychel,LW,TOR,21.942,73,19,19,14,38,52,185,10.27,0.26,0.26,0.19,0.52,0.71,2.53
448,28,,Jason Akeson,RW,BNG,26.287,57,20,20,11,40,51,150,13.33,0.35,0.35,0.19,0.7,0.89,2.63
131,57,,Brendan Leipsic,LW,TOR,22.328000000000007,49,18,17,16,35,51,146,12.33,0.37,0.35,0.33,0.71,1.04,2.98
108,58,,Bracken Kearns,C,BRI,35.346,74,23,12,16,35,51,152,15.13,0.31,0.16,0.22,0.47,0.69,2.05
381,21,,Greg Carey,LW,LV,26.448,74,28,15,8,43,51,225,12.44,0.38,0.2,0.11,0.58,0.69,3.04
352,40,,Evgeny Svechnikov,RW,GR,19.874,74,20,17,14,37,51,187,10.7,0.27,0.23,0.19,0.5,0.69,2.53
1040,37,,Vladislav Kamenev,C,MIL,20.093,70,21,17,13,38,51,140,15.0,0.3,0.24,0.19,0.54,0.73,2.0
821,26,,Phil Varone,C,BNG,25.783,65,15,26,10,41,51,128,11.72,0.23,0.4,0.15,0.63,0.78,1.97
660,42,,Martin Frk,RW,GR,22.946,65,27,10,13,37,50,232,11.64,0.42,0.15,0.2,0.57,0.77,3.57
169,41,,Cal O'Reilly,C,TOR/RCH,29.961,62,9,28,13,37,50,101,8.91,0.15,0.45,0.21,0.6,0.81,1.63
504,29,,Jonny Brodzinski,RW,ONT,23.242,59,27,13,9,40,49,184,14.67,0.46,0.22,0.15,0.68,0.83,3.12
425,60,,Jake DeBrusk,LW,PRO,19.913,74,19,16,14,35,49,213,8.92,0.26,0.22,0.19,0.47,0.66,2.88
471,100,,Joakim Ryan,D,SJ,23.248,65,10,20,19,30,49,185,5.41,0.15,0.31,0.29,0.46,0.75,2.85
189,61,,Charles Hudon,C,STJ,22.232,56,27,8,14,35,49,161,16.77,0.48,0.14,0.25,0.62,0.88,2.88
923,65,,Spencer Abbott,RW,SD/RFD,28.378,69,18,16,15,34,49,138,13.04,0.26,0.23,0.22,0.49,0.71,2.0
998,44,,Trevor Smith,C,MIL,31.601,74,14,23,12,37,49,142,9.86,0.19,0.31,0.16,0.5,0.66,1.92
217,43,,Christian Thomas,RW,HER,24.307,65,24,13,12,37,49,146,16.44,0.37,0.2,0.18,0.57,0.75,2.25
29,74,,Alex Grant,D,PRO,27.653,70,17,16,16,33,49,181,9.39,0.24,0.23,0.23,0.47,0.7,2.59
1044,59,,Wayne Simpson,RW,PRO,26.823,76,16,19,14,35,49,130,12.31,0.21,0.25,0.18,0.46,0.64,1.71
361,30,,Frederick Gaudreau,RW,MIL,23.376,66,25,15,8,40,48,129,19.38,0.38,0.23,0.12,0.61,0.73,1.95
341,52,,Erik Condra,RW,SYR,30.112,55,15,21,12,36,48,120,12.5,0.27,0.38,0.22,0.65,0.87,2.18
561,101,,Kalle Kossila,LW,SD,23.423,65,14,16,18,30,48,163,8.59,0.22,0.25,0.28,0.46,0.74,2.51
413,90,,Jack Roslovic,C,MB,19.628,65,13,18,17,31,48,136,9.56,0.2,0.28,0.26,0.48,0.74,2.09
1053,66,,Yanni Gourde,LW,SYR,24.753,56,22,12,14,34,48,137,16.06,0.39,0.21,0.25,0.61,0.86,2.45
283,46,,Darren Archibald,LW,UTI,26.599,76,23,14,10,37,47,184,12.5,0.3,0.18,0.13,0.49,0.62,2.42
215,45,,Christian Fischer,RW,TUC,19.42,57,20,17,10,37,47,139,14.39,0.35,0.3,0.18,0.65,0.82,2.44
291,113,,David Warsofsky,D,WBS,26.298,58,16,13,18,29,47,220,7.27,0.28,0.22,0.31,0.5,0.81,3.79
46,38,,Andreas Johnsson,LW,TOR,21.818,75,20,18,9,38,47,138,14.49,0.27,0.24,0.12,0.51,0.63,1.84
922,62,,Sonny Milano,LW,CLE,20.345,63,18,17,12,35,47,143,12.59,0.29,0.27,0.19,0.56,0.75,2.27
519,122,,Jordan Weal,C,LV,24.419,43,15,13,19,28,47,97,15.46,0.35,0.3,0.44,0.65,1.09,2.26
666,31,,Matej Stransky,RW,TEX,23.182,76,27,13,7,40,47,181,14.92,0.36,0.17,0.09,0.53,0.62,2.38
239,54,,Colin Smith,C,TOR/SA,23.239,73,14,22,11,36,47,148,9.46,0.19,0.3,0.15,0.49,0.64,2.03
120,53,,Brandon DeFazio,LW,TEX,28.006,76,22,14,11,36,47,207,10.63,0.29,0.18,0.14,0.47,0.62,2.72
789,77,,Oskar Sundqvist,C,WBS,22.484,63,20,13,13,33,46,148,13.51,0.32,0.21,0.21,0.52,0.73,2.35
495,67,,John Quenneville,C,ALB,20.417,58,14,20,12,34,46,158,8.86,0.24,0.34,0.21,0.59,0.79,2.72
258,75,,Curtis Valk,C,UTI,23.601,75,16,17,13,33,46,162,9.88,0.21,0.23,0.17,0.44,0.61,2.16
314,68,,Dominik Simon,C,WBS,22.106,70,15,19,12,34,46,143,10.49,0.21,0.27,0.17,0.49,0.66,2.04
168,39,,Byron Froese,C,SYR/TOR,25.515,54,27,11,8,38,46,160,16.88,0.5,0.2,0.15,0.7,0.85,2.96
585,91,,Kevin Porter,C,WBS,30.514,69,11,20,15,31,46,127,8.66,0.16,0.29,0.22,0.45,0.67,1.84
622,47,,Lucas Wallmark,C,CHA,21.03,67,24,13,9,37,46,138,17.39,0.36,0.19,0.13,0.55,0.69,2.06
588,102,,Kevin Roy,LW,SD,23.324,67,16,14,16,30,46,163,9.82,0.24,0.21,0.24,0.45,0.69,2.43
880,76,,Ryan Pulock,D,BRI,21.944000000000006,55,15,18,13,33,46,141,10.64,0.27,0.33,0.24,0.6,0.84,2.56
305,169,,Devon Toews,D,BRI,22.566,76,5,19,21,24,45,175,2.86,0.07,0.25,0.28,0.32,0.59,2.3
40,103,,Alexandre Grenier,RW,UTI,25.03,69,17,13,15,30,45,152,11.18,0.25,0.19,0.22,0.43,0.65,2.2
1033,92,,Vince Dunn,D,CHI,19.88,72,13,18,14,31,45,164,7.93,0.18,0.25,0.19,0.43,0.62,2.28
777,93,,Nikolay Goldobin,LW,SJ/UTI,20.942,49,19,12,14,31,45,95,20.0,0.39,0.24,0.29,0.63,0.92,1.94
89,48,,Barclay Goodrow,RW,SJ,23.551,61,25,12,8,37,45,152,16.45,0.41,0.2,0.13,0.61,0.74,2.49
192,81,,Chase Balisy,RW,SPR,24.619,76,17,15,13,32,45,93,18.28,0.22,0.2,0.17,0.42,0.59,1.22
281,123,,Danton Heinen,C,PRO,21.2,64,14,14,16,28,44,145,9.66,0.22,0.22,0.25,0.44,0.69,2.27
238,69,,Colin McDonald,RW,LV,31.96,72,25,9,10,34,44,167,14.97,0.35,0.12,0.14,0.47,0.61,2.32
339,63,,Eric Tangradi,LW,GR,27.595,54,17,18,9,35,44,134,12.69,0.31,0.33,0.17,0.65,0.81,2.48
911,114,,Seth Griffith,RW,TOR,23.697,38,10,19,15,29,44,75,13.33,0.26,0.5,0.39,0.76,1.16,1.97
600,49,,Kyle Connor,LW,MB,19.768,52,25,12,7,37,44,151,16.56,0.48,0.23,0.13,0.71,0.85,2.9
564,115,,Kasperi Kapanen,RW,TOR,20.148,43,18,11,14,29,43,121,14.88,0.42,0.26,0.33,0.67,1.0,2.81
747,94,,Morgan Klimchuk,LW,STK,21.542,66,19,12,12,31,43,150,12.67,0.29,0.18,0.18,0.47,0.65,2.27
742,82,,Mitch Callahan,RW,GR,25.082,66,16,16,11,32,43,141,11.35,0.24,0.24,0.17,0.48,0.65,2.14
609,104,,Kyle Wood,D,TUC,20.367,68,14,16,13,30,43,140,10.0,0.21,0.24,0.19,0.44,0.63,2.06
440,116,,Jamie McBain,D,TUC,28.556,64,8,21,14,29,43,116,6.9,0.12,0.33,0.22,0.45,0.67,1.81
892,50,,Samuel Blais,LW,CHI,20.247,75,26,11,6,37,43,123,21.14,0.35,0.15,0.08,0.49,0.57,1.64
428,55,,Jake Guentzel,C,WBS,21.944000000000006,33,21,15,6,36,42,98,21.43,0.64,0.45,0.18,1.09,1.27,2.97
949,95,,Tanner Fritz,RW,BRI,25.074,63,19,12,11,31,42,126,15.08,0.3,0.19,0.17,0.49,0.67,2.0
810,70,,Paul Thompson,RW,SPR,27.792,51,19,15,8,34,42,162,11.73,0.37,0.29,0.16,0.67,0.82,3.18
947,159,,T.J. Tynan,C,CLE,24.556,72,12,13,16,25,41,113,10.62,0.17,0.18,0.22,0.35,0.57,1.57
979,125,,Tomas Nosek,C,GR,24.039,51,15,13,13,28,41,94,15.96,0.29,0.25,0.25,0.55,0.8,1.84
718,117,,Mike Amadio,C,ONT,20.343,68,16,13,12,29,41,98,16.33,0.24,0.19,0.18,0.43,0.6,1.44
755,56,,Nicholas Baptiste,RW,RCH,21.117,59,25,11,5,36,41,174,14.37,0.42,0.19,0.08,0.61,0.69,2.95
54,64,,Andrew Mangiapane,LW,STK,20.449,66,20,15,6,35,41,132,15.15,0.3,0.23,0.09,0.53,0.62,2.0
707,84,,Michael Dal Colle,LW,BRI,20.239,75,15,17,9,32,41,136,11.03,0.2,0.23,0.12,0.43,0.55,1.81
774,105,,Nikita Scherbak,RW,STJ,20.712,66,13,17,11,30,41,115,11.3,0.2,0.26,0.17,0.45,0.62,1.74
601,83,,Kyle Criscuolo,C,GR,24.365,76,17,15,9,32,41,147,11.56,0.22,0.2,0.12,0.42,0.54,1.93
693,133,,Matthew Peca,C,SYR,23.387,68,12,15,14,27,41,131,9.16,0.18,0.22,0.21,0.4,0.6,1.93
55,124,,Andrew Miller,RW,CHA,27.992,55,11,17,13,28,41,87,12.64,0.2,0.31,0.24,0.51,0.75,1.58
690,71,,Matt White,LW,MIL,27.064,71,15,19,7,34,41,181,8.29,0.21,0.27,0.1,0.48,0.58,2.55
549,118,,Justin Fontaine,RW,BAK/HFD,28.86,65,11,18,12,29,41,108,10.19,0.17,0.28,0.18,0.45,0.63,1.66
263,106,,Dan DeSalvo,C,MB,24.529,66,18,12,10,30,40,126,14.29,0.27,0.18,0.15,0.45,0.61,1.91
267,78,,Danick Martel,LW,LV,21.761,68,20,13,7,33,40,151,13.25,0.29,0.19,0.1,0.49,0.59,2.22
250,134,,Corban Knight,C,LV,26.016,72,11,16,13,27,40,121,9.09,0.15,0.22,0.18,0.38,0.56,1.68
926,85,,Stanislav Galiev,RW,HER,24.663,56,21,11,8,32,40,121,17.36,0.38,0.2,0.14,0.57,0.71,2.16
643,86,,Marek Hrivik,C,HFD,25.052,56,16,16,8,32,40,107,14.95,0.29,0.29,0.14,0.57,0.71,1.91
653,144,,Mark McNeill,C,TEX/RFD,23.562,79,9,17,13,26,39,178,5.06,0.11,0.22,0.16,0.33,0.49,2.25
862,135,,Ryan Carpenter,RW,SJ,25.66,54,14,13,12,27,39,145,9.66,0.26,0.24,0.22,0.5,0.72,2.69
38,228,,Alexandre Carrier,D,MIL,19.937,72,6,14,19,20,39,99,6.06,0.08,0.19,0.26,0.28,0.54,1.38
664,119,,Mat Bodie,D,RCH/HFD,26.528,62,10,19,10,29,39,105,9.52,0.16,0.31,0.16,0.47,0.63,1.69
100,107,,Blake Coleman,C,ALB,24.8,52,19,11,9,30,39,126,15.08,0.37,0.21,0.17,0.58,0.75,2.42
886,170,,Sam Carrick,C,SD/RFD,24.614,72,14,10,15,24,39,180,7.78,0.19,0.14,0.21,0.33,0.54,2.5
901,96,,Scott Laughton,C,LV,22.298,60,19,12,8,31,39,129,14.73,0.32,0.2,0.13,0.52,0.65,2.15
56,126,,Andrew Nielsen,D,TOR,19.839,74,14,14,11,28,39,135,10.37,0.19,0.19,0.15,0.38,0.53,1.82
959,136,,Teddy Purcell,RW,ONT,31.02,38,10,17,11,27,38,69,14.49,0.26,0.45,0.29,0.71,1.0,1.82
488,79,,Joey LaLeggia,LW,BAK,24.228,67,20,13,5,33,38,153,13.07,0.3,0.19,0.07,0.49,0.57,2.28
188,208,,Chandler Stephenson,C,HER,22.402,72,10,11,17,21,38,65,15.38,0.14,0.15,0.24,0.29,0.53,0.9
15,98,,Adam Payerl,RW,MIL,25.536,76,16,15,7,31,38,150,10.67,0.21,0.2,0.09,0.41,0.5,1.97
0,97,,A.J. Greer,LW,SA,19.754,63,15,16,7,31,38,131,11.45,0.24,0.25,0.11,0.49,0.6,2.08
812,72,,Peter Cehlarik,LW,PRO,21.123,49,20,14,4,34,38,115,17.39,0.41,0.29,0.08,0.69,0.78,2.35
792,127,,Pat Cannone,C,IA,30.103,73,9,19,10,28,38,114,7.89,0.12,0.26,0.14,0.38,0.52,1.56
74,108,,Antoine Laganiere,LW,SD,26.199,64,21,9,7,30,37,155,13.55,0.33,0.14,0.11,0.47,0.58,2.42
407,87,,Ivan Barbashev,C,CHI,20.756,46,19,13,5,32,37,75,25.33,0.41,0.28,0.11,0.7,0.8,1.63
182,128,,Casey Bailey,RW,BNG,24.888,62,21,7,9,28,37,186,11.29,0.34,0.11,0.15,0.45,0.6,3.0
733,109,,Mike Sislo,RW,TOR/SA,28.655,72,14,16,7,30,37,155,9.03,0.19,0.22,0.1,0.42,0.51,2.15
956,182,,Taylor Leier,LW,LV,22.582,48,13,10,14,23,37,128,10.16,0.27,0.21,0.29,0.48,0.77,2.67
35,137,,Alex Tuch,RW,IA,20.351,57,18,9,10,27,37,139,12.95,0.32,0.16,0.18,0.47,0.65,2.44
659,80,,Markus Hannikainen,LW,CLE,23.475,57,19,14,4,33,37,177,10.73,0.33,0.25,0.07,0.58,0.65,3.11
764,145,,Nick Paul,LW,BNG,21.493,72,15,11,11,26,37,141,10.64,0.21,0.15,0.15,0.36,0.51,1.96
1011,171,,Tyler Bertuzzi,LW,GR,21.558000000000003,48,12,12,13,24,37,117,10.26,0.25,0.25,0.27,0.5,0.77,2.44
224,146,,Cody Kunyk,LW,UTI,26.325,61,15,11,11,26,37,108,13.89,0.25,0.18,0.18,0.43,0.61,1.77
990,172,,Travis Sanheim,D,LV,20.466,76,10,14,13,24,37,165,6.06,0.13,0.18,0.17,0.32,0.49,2.17
150,139,,Brian Gibbons,LW,ALB,28.554,72,16,11,9,27,36,120,13.33,0.22,0.15,0.12,0.38,0.5,1.67
481,149,,Joe Whitney,LW,TUC/SA,28.608,74,14,12,10,26,36,161,8.7,0.19,0.16,0.14,0.35,0.49,2.18
147,99,,Brett Sutter,C,ONT,29.29,66,18,13,5,31,36,115,15.65,0.27,0.2,0.08,0.47,0.55,1.74
528,138,,Josh Ho-Sang,RW,BRI,20.649,50,10,17,9,27,36,68,14.71,0.2,0.34,0.18,0.54,0.72,1.36
59,147,,Andrew Rowe,LW,BRI,28.649,66,13,13,10,26,36,124,10.48,0.2,0.2,0.15,0.39,0.55,1.88
544,110,,Justin Bailey,RW,RCH,21.211,52,23,7,6,30,36,126,18.25,0.44,0.13,0.12,0.58,0.69,2.42
434,129,,Jakub Vrana,LW,HER,20.548,49,19,9,8,28,36,106,17.92,0.39,0.18,0.16,0.57,0.73,2.16
698,148,,Max McCormick,LW,BNG,24.376,66,21,5,10,26,36,166,12.65,0.32,0.08,0.15,0.39,0.55,2.52
960,89,,Teemu Pulkkinen,LW,IA,24.704,47,18,14,4,32,36,152,11.84,0.38,0.3,0.09,0.68,0.77,3.23
517,111,,Jordan Subban,D,UTI,21.539,65,16,14,6,30,36,151,10.6,0.25,0.22,0.09,0.46,0.55,2.32
678,112,,Matt Frattin,RW,STK,28.701,54,18,12,6,30,36,153,11.76,0.33,0.22,0.11,0.56,0.67,2.83
633,173,,Mackenzie Weegar,D,SPR,22.689,60,14,10,12,24,36,168,8.33,0.23,0.17,0.2,0.4,0.6,2.8
526,88,,Josh Currie,C,BAK,23.88,67,22,10,4,32,36,156,14.1,0.33,0.15,0.06,0.48,0.54,2.33
871,130,,Ryan Hamilton,LW,BAK,31.42,49,17,11,8,28,36,105,16.19,0.35,0.22,0.16,0.57,0.73,2.14
691,161,,Matthew Ford,RW,GR,31.935,51,14,11,10,25,35,123,11.38,0.27,0.22,0.2,0.49,0.69,2.41
179,229,,Carter Camper,C,ALB,28.195,47,6,14,15,20,35,102,5.88,0.13,0.3,0.32,0.43,0.74,2.17
18,160,,Adam Tambellini,LW,HFD,21.873,68,13,12,10,25,35,131,9.92,0.19,0.18,0.15,0.37,0.51,1.93
401,120,,Hunter Shinkaruk,LW,STK,21.925,52,15,14,6,29,35,128,11.72,0.29,0.27,0.12,0.56,0.67,2.46
226,183,,Colby Cave,C,PRO,21.723000000000006,76,13,10,12,23,35,140,9.29,0.17,0.13,0.16,0.3,0.46,1.84
1036,174,,Vincent LoVerde,D,ONT,27.423,61,9,15,11,24,35,109,8.26,0.15,0.25,0.18,0.39,0.57,1.79
860,131,,Rourke Chartier,C,SJ,20.452,67,17,11,7,28,35,155,10.97,0.25,0.16,0.1,0.42,0.52,2.31
980,209,,Tommy Cross,D,PRO,27.009,74,12,9,14,21,35,138,8.7,0.16,0.12,0.19,0.28,0.47,1.86
642,121,,Marcus Sorensen,LW,SJ,24.441,43,17,12,5,29,34,108,15.74,0.4,0.28,0.12,0.67,0.79,2.51
1029,162,,Valentin Zykov,RW,CHA,21.339,66,16,9,9,25,34,115,13.91,0.24,0.14,0.14,0.38,0.52,1.74
477,273,,Joe Hicketts,D,GR,20.367,73,7,10,17,17,34,109,6.42,0.1,0.14,0.23,0.23,0.47,1.49
952,164,,Tanner Richard,C,SYR,23.445,47,14,11,9,25,34,76,18.42,0.3,0.23,0.19,0.53,0.72,1.62
905,132,,Sean Backman,RW,ONT,30.383000000000006,67,12,16,6,28,34,161,7.45,0.18,0.24,0.09,0.42,0.51,2.4
656,163,,Mark Zengerle,RW,LV,27.346,69,13,12,9,25,34,90,14.44,0.19,0.17,0.13,0.36,0.49,1.3
135,230,,Brendan Ranford,LW,TUC/TEX/SA,24.37,67,10,10,14,20,34,109,9.17,0.15,0.15,0.21,0.3,0.51,1.63
596,150,,Kyle Baun,RW,RFD,24.367,74,14,12,8,26,34,123,11.38,0.19,0.16,0.11,0.35,0.46,1.66
455,140,,Jean-Sebastien Dea,C,WBS,22.601,73,18,9,7,27,34,124,14.52,0.25,0.12,0.1,0.37,0.47,1.7
228,351,,Colby Robak,D,STK/UTI,26.396,70,3,10,20,13,33,127,2.36,0.04,0.14,0.29,0.19,0.47,1.81
996,151,,Trevor Moore,LW,TOR,21.462,57,13,13,7,26,33,77,16.88,0.23,0.23,0.12,0.46,0.58,1.35
493,142,,John McCarthy,LW,SJ,30.103,67,19,8,6,27,33,145,13.1,0.28,0.12,0.09,0.4,0.49,2.16
712,165,,Michael Mersch,LW,ONT,23.954,48,16,9,8,25,33,134,11.94,0.33,0.19,0.17,0.52,0.69,2.79
364,152,,Gabriel Bourque,LW,SA,25.98,61,10,16,7,26,33,109,9.17,0.16,0.26,0.11,0.43,0.54,1.79
376,195,,Gemel Smith,C,TEX,22.418000000000006,53,12,10,11,22,33,91,13.19,0.23,0.19,0.21,0.42,0.62,1.72
997,210,,Trevor Murphy,D,MIL,21.167,75,12,9,12,21,33,159,7.55,0.16,0.12,0.16,0.28,0.44,2.12
102,141,,Blake Pietila,LW,ALB,23.568,49,17,10,6,27,33,106,16.04,0.35,0.2,0.12,0.55,0.67,2.16
850,196,,Robbie Russo,D,GR,23.582,58,7,15,10,22,32,119,5.88,0.12,0.26,0.17,0.38,0.55,2.05
533,175,,Joshua Winquist,C,BRI,23.026,53,15,9,8,24,32,89,16.85,0.28,0.17,0.15,0.45,0.6,1.68
424,245,,Jake Chelios,D,CHA,25.526,76,4,15,13,19,32,152,2.63,0.05,0.2,0.17,0.25,0.42,2.0
193,184,,Chase De Leo,LW,MB,20.893,69,14,9,9,23,32,161,8.7,0.2,0.13,0.13,0.33,0.46,2.33
126,153,,Brandon Montour,D,SD,22.432,36,13,13,6,26,32,148,8.78,0.36,0.36,0.17,0.72,0.89,4.11
679,211,,Matt Grzelcyk,D,PRO,22.695,70,6,15,11,21,32,110,5.45,0.09,0.21,0.16,0.3,0.46,1.57
486,176,,Joel Vermin,RW,SYR,24.611,46,13,11,8,24,32,95,13.68,0.28,0.24,0.17,0.52,0.7,2.07
512,274,,Jordan Oesterle,D,BAK,24.225,44,7,10,15,17,32,88,7.95,0.16,0.23,0.34,0.39,0.73,2.0
579,212,,Kevin Czuczman,D,MB,25.684,76,9,12,11,21,32,190,4.74,0.12,0.16,0.14,0.28,0.42,2.5
696,178,,Max Friberg,RW,STJ,23.82,71,11,13,7,24,31,101,10.89,0.15,0.18,0.1,0.34,0.44,1.42
1046,197,,Will O'Neill,D,LV,28.384,57,3,19,9,22,31,95,3.16,0.05,0.33,0.16,0.39,0.54,1.67
957,198,,Teddy Blueger,C,WBS,22.087,54,7,15,9,22,31,83,8.43,0.13,0.28,0.17,0.41,0.57,1.54
316,185,,Dryden Hunt,LW,SPR,20.811,70,13,10,8,23,31,142,9.15,0.19,0.14,0.11,0.33,0.44,2.03
419,246,,Jacob de la Rose,C,STJ,21.326,62,14,5,12,19,31,110,12.73,0.23,0.08,0.19,0.31,0.5,1.77
167,154,,Buddy Robinson,RW,SJ/BNG,24.961,66,17,9,5,26,31,151,11.26,0.26,0.14,0.08,0.39,0.47,2.29
373,166,,Garrett Wilson,LW,WBS,25.504,59,11,14,6,25,31,125,8.8,0.19,0.24,0.1,0.42,0.53,2.12
95,199,,Ben Sexton,RW,ALB,25.279,54,19,3,9,22,31,107,17.76,0.35,0.06,0.17,0.41,0.57,1.98
69,177,,Anthony Greco,RW,SPR,22.96,74,16,8,7,24,31,188,8.51,0.22,0.11,0.09,0.32,0.42,2.54
541,256,,Julius Honka,D,TEX,20.786,50,7,11,13,18,31,120,5.83,0.14,0.22,0.26,0.36,0.62,2.4
409,215,,JC Lipon,RW,MB,23.185,71,12,9,9,21,30,164,7.32,0.17,0.13,0.13,0.3,0.42,2.31
342,213,,Erik Gustafsson,D,RFD,24.507,68,5,16,9,21,30,185,2.7,0.07,0.24,0.13,0.31,0.44,2.72
269,168,,Daniel Audette,C,STJ,20.362,75,10,15,5,25,30,104,9.62,0.13,0.2,0.07,0.33,0.4,1.39
278,231,,Daniel Zaar,RW,CLE,22.396,55,8,12,10,20,30,150,5.33,0.15,0.22,0.18,0.36,0.55,2.73
869,276,,Ryan Graves,D,HFD,21.323,76,8,9,13,17,30,191,4.19,0.11,0.12,0.17,0.22,0.39,2.51
730,277,,Mike Reilly,D,IA,23.176,57,5,12,13,17,30,129,3.88,0.09,0.21,0.23,0.3,0.53,2.26
462,143,,Jeremy Morin,RW,SYR/TUC,25.419,63,16,11,3,27,30,113,14.16,0.25,0.17,0.05,0.43,0.48,1.79
548,200,,Justin Florek,LW,MIL,26.33,75,12,10,8,22,30,145,8.28,0.16,0.13,0.11,0.29,0.4,1.93
746,275,,Morgan Ellis,D,CHI,24.378,74,9,8,13,17,30,123,7.32,0.12,0.11,0.18,0.23,0.41,1.66
351,257,,Evan Rodrigues,C,RCH,23.135,48,9,9,12,18,30,121,7.44,0.19,0.19,0.25,0.38,0.62,2.52
449,187,,Jason Dickinson,C,TEX,21.202,58,9,14,7,23,30,111,8.11,0.16,0.24,0.12,0.4,0.52,1.91
408,186,,J.T. Compher,C,SA,21.441,41,13,10,7,23,30,77,16.88,0.32,0.24,0.17,0.56,0.73,1.88
540,247,,Julius Bergman,D,SJ,20.871,64,3,16,11,19,30,138,2.17,0.05,0.25,0.17,0.3,0.47,2.16
124,167,,Brandon Mashinter,LW,RFD,27.987,61,15,10,5,25,30,103,14.56,0.25,0.16,0.08,0.41,0.49,1.69
